id_acc,total_spend,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
10214353635904521,237.78,0.0,0.0,0.0,2.72,4.42,3.45,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1037517394981069,466.93,0.0,1.64,61.32,233.96,97.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.04,0.0,0.0,0.0,0.0,0.0
1052906499045304,4155.61,0.0,0.0,0.0,0.0,0.0,436.46,1763.37,856.37,1093.38,6.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1078170236831281,6.04,6.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1078691910698833,8907.39,0.0,0.0,0.0,0.0,1.69,0.0,6.89,8.85,22.47,112.91,193.89,0.0,124.25,0.0,442.11,389.48,88.54,1133.34,1065.8,1245.76,1948.18,708.69,159.43,114.75,718.55,421.81,0.0,0.0,0.0,0.0,0.0
1092868166348325,2.11,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1116237363351767,112.1,0.0,2.76,35.87,73.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1177143340911199,4.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.85,0.0,0.0
117783928310213,1235.5199999999998,408.49,267.04,0.0,0.0,0.0,182.65,125.19,0.0,0.0,0.0,0.0,0.0,130.29,0.0,0.0,8.83,0.0,0.0,0.0,0.0,113.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1239995487398973,5.8,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
