name_acc,id_acc,currency_acc,spend,date1,date2,day,note,,,,,,,
VIP 886,1827607844089026,USD,"848,72",22-10-2025,22-10-2025,22,,,,,,,,
VIP 887,670096531102675,USD,"11,35",22-10-2025,22-10-2025,22,,,,,,,,
VIP 897,1311020119373712,USD,"237,54",22-10-2025,22-10-2025,22,,,,,,,,
VIP 899,643420566937143,USD,"522,92",22-10-2025,22-10-2025,22,,,,,,,,
VIP 903,367517071877918,USD,"66,54",22-10-2025,22-10-2025,22,,,,,,,,
VIP 914,1088959058556575,USD,"59,64",22-10-2025,22-10-2025,22,,,,,,,,
VIP 917,356617382932639,USD,"152,60",22-10-2025,22-10-2025,22,,,,,,,,
VIP 926,373564494606480,USD,"45,57",22-10-2025,22-10-2025,22,,,,,,,,
VIP 932,1305815119922450,USD,"153,71",22-10-2025,22-10-2025,22,,,,,,,,
VIP 933k,263116975853762,USD,"567,88",22-10-2025,22-10-2025,22,,,,,,,,
S - 1312422,744386783193380,USD,"499,24",22-10-2025,22-10-2025,22,,,,,,,,
S - 1312430,977922236191310,USD,"40,09",22-10-2025,22-10-2025,22,,,,,,,,
s 631,4030143997265512,USD,"104,95",22-10-2025,22-10-2025,22,,,,,,,,
S - 782429,9494147797350966,USD,"50,12",22-10-2025,22-10-2025,22,,,,,,,,
S - 782437,1197721201993314,USD,"188,87",22-10-2025,22-10-2025,22,,,,,,,,
S-2939096906251283,2939096906251283,USD,"45,40",22-10-2025,22-10-2025,22,,,,,,,,
Bend1 2,1018154473095090,USD,"755,93",22-10-2025,22-10-2025,22,,,,,,,,
Santa 617,620962964435232,USD,"61,60",22-10-2025,22-10-2025,22,,,,,,,,
Santa 296,1470542230576420,USD,"45,35",22-10-2025,22-10-2025,22,,,,,,,,
Santa 637,483589844837547,USD,"52,24",22-10-2025,22-10-2025,22,,,,,,,,
Santa 520,1207470497392399,USD,"43,92",22-10-2025,22-10-2025,22,,,,,,,,
Santa 475,973230594978573,USD,"311,30",22-10-2025,22-10-2025,22,,,,,,,,
Santa 764,1041125034564619,USD,"32,76",22-10-2025,22-10-2025,22,,,,,,,,
Santa 587,1701684990461087,USD,"135,96",22-10-2025,22-10-2025,22,,,,,,,,
Santa 557,9816151201768417,USD,"52,64",22-10-2025,22-10-2025,22,,,,,,,,
SD Agency - 73277,1189388009514306,USD,"39,13",22-10-2025,22-10-2025,22,,,,,,,,
S - 456499,644073828488263,USD,"211,79",22-10-2025,22-10-2025,22,,,,,,,,
Santa 198,2216595335426862,USD,"232,43",22-10-2025,22-10-2025,22,,,,,,,,
Santa 152,991571676426408,USD,"1.629,62",22-10-2025,22-10-2025,22,,,,,,,,
Santa 156,652455170939562,USD,"15,89",22-10-2025,22-10-2025,22,,,,,,,,
Santa 162,1632591930734140,USD,"686,61",22-10-2025,22-10-2025,22,,,,,,,,
Santa 732 red,1358922055375322,USD,"447,61",22-10-2025,22-10-2025,22,,,,,,,,
Santa 168,1322299982895460,USD,"45,73",22-10-2025,22-10-2025,22,,,,,,,,
Santa 566,1724507704769398,USD,"559,23",22-10-2025,22-10-2025,22,,,,,,,,
Santa 174,9429815477138086,USD,"828,32",22-10-2025,22-10-2025,22,,,,,,,,
S - 88392,9592115337544302,USD,"169,39",22-10-2025,22-10-2025,22,,,,,,,,
S - 298392,710169788350374,USD,"2.321,27",22-10-2025,22-10-2025,22,,,,,,,,
S - 123,569625696147387,USD,"53,69",22-10-2025,22-10-2025,22,,,,,,,,
S - 12316,1709006976395953,USD,"26,84",22-10-2025,22-10-2025,22,,,,,,,,
78,2535928983421481,USD,"109,04",22-10-2025,22-10-2025,22,,,,,,,,
S - 12328,1210002444106815,USD,"72,70",22-10-2025,22-10-2025,22,,,,,,,,
S-6521,948978353326521,USD,"616,53",22-10-2025,22-10-2025,22,,,,,,,,
S-2216,733694615362216,USD,"1.839,77",22-10-2025,22-10-2025,22,,,,,,,,
S-8560,759395526038560,USD,"165,40",22-10-2025,22-10-2025,22,,,,,,,,
S-1318,892153182611318,USD,"153,14",22-10-2025,22-10-2025,22,,,,,,,,
S-135,1288846081807744,USD,"55,49",22-10-2025,22-10-2025,22,,,,,,,,
SD Agency - 15745,1504143987097435,USD,"0,01",22-10-2025,22-10-2025,22,,,,,,,,
S - 15826,1239221057574458,USD,"155,66",22-10-2025,22-10-2025,22,,,,,,,,
Visa · 4641,1006121864403937,VND,"77,28",22-10-2025,22-10-2025,22,,,,,,,,
Visa · 4641,531354790014319,VND,"4,00",22-10-2025,22-10-2025,22,,,,,,,,
Visa · 4641 - 1000 VND,2079624795834752,VND,"24,05",22-10-2025,22-10-2025,22,,,,,,,,
Visa · 4641 - 1000 VND,1392355188860795,VND,"19,70",22-10-2025,22-10-2025,22,,,,,,,,
Visa · 4641,659649556711510,VND,"21,76",22-10-2025,22-10-2025,22,,,,,,,,
Visa · 4641,659082570212079,VND,"85,45",22-10-2025,22-10-2025,22,,,,,,,,
Visa · 4617,2029986770819735,VND,"98,99",22-10-2025,22-10-2025,22,,,,,,,,
Visa · 7676,1325651551993573,VND,"10,41",22-10-2025,22-10-2025,22,,,,,,,,
446,1247262173691066,USD,"125,36",22-10-2025,22-10-2025,22,,,,,,,,
445,632711229795690,USD,"86,76",22-10-2025,22-10-2025,22,,,,,,,,
41,1123238822972350,USD,"283,61",22-10-2025,22-10-2025,22,,,,,,,,
S-0499,1435439911160499,USD,"103,48",22-10-2025,22-10-2025,22,,,,,,,,
S-7061,1339245663807061,USD,"789,62",22-10-2025,22-10-2025,22,,,,,,,,
RoiBogdan 43 using 5,1184680866314524,USD,"217,77",22-10-2025,22-10-2025,22,,,,,,,,
RoiBogdan 42 14.8 3,1426674935413375,USD,"210,37",22-10-2025,22-10-2025,22,,,,,,,,
RoiBogdan 47 16.10 0,1271565988305942,USD,"336,74",22-10-2025,22-10-2025,22,,,,,,,,
7B 12/6 0,1900475340693151,USD,"0,08",22-10-2025,22-10-2025,22,,,,,,,,
14,1890166921821969,USD,"977,37",22-10-2025,22-10-2025,22,,,,,,,,
Rich 5,2628048237587224,USD,"40,90",22-10-2025,22-10-2025,22,,,,,,,,
A95,1423312528696804,USD,"79,20",22-10-2025,22-10-2025,22,,,,,,,,
A87,2385799245133777,USD,"474,55",22-10-2025,22-10-2025,22,,,,,,,,
79,2251146861947859,USD,"249,32",22-10-2025,22-10-2025,22,,,,,,,,
S - 456133 - K,711493284628530,USD,"51,11",22-10-2025,22-10-2025,22,,,,,,,,
S - 456135,1780154309381857,USD,"111,41",22-10-2025,22-10-2025,22,,,,,,,,
87,1132978955298816,USD,"300,59",22-10-2025,22-10-2025,22,,,,,,,,
80,700210059325115,USD,"395,74",22-10-2025,22-10-2025,22,,,,,,,,
S - 456140,1255790466555860,USD,"162,30",22-10-2025,22-10-2025,22,,,,,,,,
A69,1407546006911787,USD,"135,35",22-10-2025,22-10-2025,22,,,,,,,,
A68,1363677658077489,USD,"133,02",22-10-2025,22-10-2025,22,,,,,,,,
s 2828,1818111915632828,USD,"134,52",22-10-2025,22-10-2025,22,,,,,,,,
"Visa · 5709 - 0,00 USD",1034569688094560,USD,"145,67",22-10-2025,22-10-2025,22,,,,,,,,
"Visa · 5709 - 0,00 USD",622933790769241,USD,"238,70",22-10-2025,22-10-2025,22,,,,,,,,
S - 919,949792143770297,USD,"189,87",22-10-2025,22-10-2025,22,,,,,,,,
RoiBogdan 44 9/6 3,1213454726904767,USD,"259,51",22-10-2025,22-10-2025,22,,,,,,,,
RoiBogdan 44 9/6 1,747076397651321,USD,"95,48",22-10-2025,22-10-2025,22,,,,,,,,
BABU 6,1357095815410508,USD,"124,28",22-10-2025,22-10-2025,22,,,,,,,,
Rich 1,1361880085025004,USD,"55,11",22-10-2025,22-10-2025,22,,,,,,,,
Visa · 5642,1366695377892287,USD,"105,03",22-10-2025,22-10-2025,22,,,,,,,,
ZK - 222,635540049646096,USD,"60,97",22-10-2025,22-10-2025,22,,,,,,,,
65,671360302450899,USD,"116,17",22-10-2025,22-10-2025,22,,,,,,,,
58 - XM,3865518246927469,USD,"1.316,93",22-10-2025,22-10-2025,22,,,,,,,,
54,1403952363958565,USD,"239,14",22-10-2025,22-10-2025,22,,,,,,,,
53,9991372300925045,USD,"392,14",22-10-2025,22-10-2025,22,,,,,,,,
"Visa · 7619 - 0,00 USD - XM",2130671120680168,USD,"65,69",22-10-2025,22-10-2025,22,,,,,,,,
S 19 - 2,1038175121008894,USD,"454,40",22-10-2025,22-10-2025,22,,,,,,,,
Visa · 7627,855945796737355,USD,"220,87",22-10-2025,22-10-2025,22,,,,,,,,
Visa · 7627,1683403302543223,USD,"456,73",22-10-2025,22-10-2025,22,,,,,,,,
Visa · 7627,23887144480920210,USD,"35,02",22-10-2025,22-10-2025,22,,,,,,,,
S-1247184470308567,1247184470308567,USD,"60,54",22-10-2025,22-10-2025,22,,,,,,,,
S-1005548825061443,1005548825061443,USD,"61,79",22-10-2025,22-10-2025,22,,,,,,,,
RoiBogdan 43 15.7 0,725809383117823,USD,"0,53",22-10-2025,22-10-2025,22,,,,,,,,
RoiBogdan 44 29.9 1,1464558267850374,USD,"176,42",22-10-2025,22-10-2025,22,,,,,,,,
L8 2,665122496329124,USD,"191,00",22-10-2025,22-10-2025,22,,,,,,,,
Visa · 7676,685048963993705,USD,"232,90",22-10-2025,22-10-2025,22,,,,,,,,
Visa · 4518,2396689410731173,VND,"220,73",22-10-2025,22-10-2025,22,,,,,,,,
S - 1420104222696023,1420104222696023,VND,"18,53",22-10-2025,22-10-2025,22,,,,,,,,
S - 645892328191268,645892328191268,VND,"164,43",22-10-2025,22-10-2025,22,,,,,,,,
S - 1157003426134021,1157003426134021,VND,"163,75",22-10-2025,22-10-2025,22,,,,,,,,
S - 1705399887081229,1705399887081229,VND,"192,68",22-10-2025,22-10-2025,22,,,,,,,,
Rich 4,1882068282534124,VND,"23,69",22-10-2025,22-10-2025,22,,,,,,,,
GS - 2,2041746786237656,VND,"96,95",22-10-2025,22-10-2025,22,,,,,,,,
charr 0,1222430118728031,VND,"49,35",22-10-2025,22-10-2025,22,,,,,,,,
1706914356592365,1706914356592365,USD,"103,27",22-10-2025,22-10-2025,22,,,,,,,,
S - 83439,721434823907666,USD,"38,25",22-10-2025,22-10-2025,22,,,,,,,,
S - 83440,1670895483553997,USD,"24,65",22-10-2025,22-10-2025,22,,,,,,,,
424,1230097701936266,USD,"56,59",22-10-2025,22-10-2025,22,,,,,,,,
s 420,1918765858899600,USD,"95,76",22-10-2025,22-10-2025,22,,,,,,,,
417,631698103209040,USD,"69,50",22-10-2025,22-10-2025,22,,,,,,,,
s 412,1059187639411924,USD,"128,26",22-10-2025,22-10-2025,22,,,,,,,,
405,2525422147821941,USD,"307,54",22-10-2025,22-10-2025,22,,,,,,,,
S - 45612,630138336857486,USD,"61,05",22-10-2025,22-10-2025,22,,,,,,,,
74,1199224758141890,USD,"420,09",22-10-2025,22-10-2025,22,,,,,,,,
77,685186451160766,USD,"483,15",22-10-2025,22-10-2025,22,,,,,,,,
S - 45622,1461241585253503,USD,"78,28",22-10-2025,22-10-2025,22,,,,,,,,
S - 45623,3607483386225551,USD,"63,81",22-10-2025,22-10-2025,22,,,,,,,,
S - 45624 - K,1471522687165966,USD,"39,18",22-10-2025,22-10-2025,22,,,,,,,,
S - 15469,497715158406212,USD,"13,25",22-10-2025,22-10-2025,22,,,,,,,,
S-1040633689818099,1040633689818099,USD,"112,53",22-10-2025,22-10-2025,22,,,,,,,,
S-1024859928440681,1024859928440681,USD,"35,98",22-10-2025,22-10-2025,22,,,,,,,,
S - 82362,255962650033549,USD,"104,13",22-10-2025,22-10-2025,22,,,,,,,,
S - 82363,1285636711922007,USD,"27,96",22-10-2025,22-10-2025,22,,,,,,,,
706592987006186,706592987006186,USD,"15,25",22-10-2025,22-10-2025,22,,,,,,,,
S - 82367,1145790456232056,USD,"24,20",22-10-2025,22-10-2025,22,,,,,,,,
S - 82368,265921429026814,USD,"636,32",22-10-2025,22-10-2025,22,,,,,,,,
S - 4561387,1139503053685460,USD,"88,39",22-10-2025,22-10-2025,22,,,,,,,,
385200967256727,385200967256727,USD,"249,29",22-10-2025,22-10-2025,22,,,,,,,,
107406678red,1074066783633853,USD,"490,63",22-10-2025,22-10-2025,22,,,,,,,,
S-5104,3632060800455104,USD,"308,46",22-10-2025,22-10-2025,22,,,,,,,,
S-3990,747892687393990,USD,"141,25",22-10-2025,22-10-2025,22,,,,,,,,
S - 38839,1738208896752314,USD,"725,08",22-10-2025,22-10-2025,22,,,,,,,,
S - 15511,3662780160672411,USD,"172,75",22-10-2025,22-10-2025,22,,,,,,,,
S - 3220,2743860235790807,USD,"369,64",22-10-2025,22-10-2025,22,,,,,,,,
S - 64859,855207166405803,USD,"133,52",22-10-2025,22-10-2025,22,,,,,,,,
S - 3221,2651130635048851,USD,"23,95",22-10-2025,22-10-2025,22,,,,,,,,
s 193,1088240659186547,USD,"114,30",22-10-2025,22-10-2025,22,,,,,,,,
1,1120608719107000,USD,"209,79",22-10-2025,22-10-2025,22,,,,,,,,
Vũ Bắc 277,775443001286259,USD,"287,61",22-10-2025,22-10-2025,22,,,,,,,,
Vũ Bắc 28,1032734204499736,USD,"34,49",22-10-2025,22-10-2025,22,,,,,,,,
Vũ Bắc 282,753523253360462,USD,"207,84",22-10-2025,22-10-2025,22,,,,,,,,
Valorie 10 5,912656760246024,USD,"41,58",22-10-2025,22-10-2025,22,,,,,,,,
S - Maz5 0,866008405214118,USD,"295,96",22-10-2025,22-10-2025,22,,,,,,,,
Scrooge 3 30.6 1,288740804184004,USD,"278,68",22-10-2025,22-10-2025,22,,,,,,,,
Vũ Bắc 431,1052640579307244,USD,"43,46",22-10-2025,22-10-2025,22,,,,,,,,
S-7777,349014871219802,USD,"75,74",22-10-2025,22-10-2025,22,,,,,,,,
S-7777,762794382380747,USD,"48,25",22-10-2025,22-10-2025,22,,,,,,,,
S-645331157617373,645331157617373,USD,"801,94",22-10-2025,22-10-2025,22,,,,,,,,
s 0653,310517481420653,USD,"313,02",22-10-2025,22-10-2025,22,,,,,,,,
SD Agency - 15627,4802297803218304,USD,"0,01",22-10-2025,22-10-2025,22,,,,,,,,
S - 64362,253241853666802,USD,"24,54",22-10-2025,22-10-2025,22,,,,,,,,
S - 64363,477592584037443,USD,"40,12",22-10-2025,22-10-2025,22,,,,,,,,
S - 64368,783590453031570,USD,"56,14",22-10-2025,22-10-2025,22,,,,,,,,
RoiBogdan 44 28/5 2,502937941393134,USD,"77,83",22-10-2025,22-10-2025,22,,,,,,,,
1161599567983084,1161599567983084,USD,"59,78",22-10-2025,22-10-2025,22,,,,,,,,
VIP 696,785363692429535,USD,"18,36",22-10-2025,22-10-2025,22,,,,,,,,
S - 782447,499636678197183,USD,"7,70",22-10-2025,22-10-2025,22,,,,,,,,
691834298511532,691834298511532,USD,"15,34",22-10-2025,22-10-2025,22,,,,,,,,
S-12212133red,1221213358287582,USD,"79,49",22-10-2025,22-10-2025,22,,,,,,,,
VIP 734,655880845722507,USD,"69,48",22-10-2025,22-10-2025,22,,,,,,,,
S-479475373555440,479475373555440,USD,"74,66",22-10-2025,22-10-2025,22,,,,,,,,
S-465806911772441,465806911772441,USD,"6,16",22-10-2025,22-10-2025,22,,,,,,,,
S - 45625,727534293264400,USD,"55,00",22-10-2025,22-10-2025,22,,,,,,,,
S - 45628,1214560726879599,USD,"235,60",22-10-2025,22-10-2025,22,,,,,,,,
RoiBogdan 2 10.1 2,1137448835067882,USD,"132,21",22-10-2025,22-10-2025,22,,,,,,,,
Sid 8.8 8,1072390314743858,USD,"14,03",22-10-2025,22-10-2025,22,,,,,,,,
RoiBogdan 2 10.1 3,1946975996042760,USD,"302,97",22-10-2025,22-10-2025,22,,,,,,,,
Valorie 1 21.9 2,1429676511717993,USD,"78,30",22-10-2025,22-10-2025,22,,,,,,,,
RoiBogdan 53 10.10 1,1232366548239020,USD,"226,34",22-10-2025,22-10-2025,22,,,,,,,,
RoiBogdan 53 24.10 1,704869902467711,USD,"459,00",22-10-2025,22-10-2025,22,,,,,,,,
RoiBogdan 42 9.8 2,1385006599212413,USD,"79,29",22-10-2025,22-10-2025,22,,,,,,,,
1019858410253343,1019858410253343,USD,"303,26",22-10-2025,22-10-2025,22,,,,,,,,
bu r 731819999177782,731819999177782,USD,"289,53",22-10-2025,22-10-2025,22,,,,,,,,
1215155996278755,1215155996278755,USD,"50,96",22-10-2025,22-10-2025,22,,,,,,,,
2134372777075175,2134372777075175,USD,"573,19",22-10-2025,22-10-2025,22,,,,,,,,
1102254965064032,1102254965064032,USD,"298,18",22-10-2025,22-10-2025,22,,,,,,,,
555932897569418,555932897569418,USD,"34,83",22-10-2025,22-10-2025,22,,,,,,,,
1229496201986963,1229496201986963,USD,"15,10",22-10-2025,22-10-2025,22,,,,,,,,
731920946165022,731920946165022,USD,"69,68",22-10-2025,22-10-2025,22,,,,,,,,
332,1252417293133426,USD,"80,49",22-10-2025,22-10-2025,22,,,,,,,,
koaala,1377584673456809,USD,"193,81",22-10-2025,22-10-2025,22,,,,,,,,
328,1878048552953055,USD,"92,52",22-10-2025,22-10-2025,22,,,,,,,,
318,1841811783341620,USD,"675,02",22-10-2025,22-10-2025,22,,,,,,,,
RoiBogdan 43 using 4,1220141649754504,USD,"20,62",22-10-2025,22-10-2025,22,,,,,,,,
RoiBogdan 43 using 6,737034932012081,USD,"270,67",22-10-2025,22-10-2025,22,,,,,,,,
RoiBogdan 53 24.10 4,722360187033856,USD,"273,36",22-10-2025,22-10-2025,22,,,,,,,,
RoiBogdan 43 using 2,716835680862308,USD,"171,36",22-10-2025,22-10-2025,22,,,,,,,,
Solo Leveling 23.9 2,1288292742809994,USD,"522,98",22-10-2025,22-10-2025,22,,,,,,,,
Valorie 10 2,3277930379032557,USD,"4,32",22-10-2025,22-10-2025,22,,,,,,,,
llya 1 20/6 1,2524879414529712,USD,"53,73",22-10-2025,22-10-2025,22,,,,,,,,
llya 1 20/6 2,556654057504077,USD,"89,89",22-10-2025,22-10-2025,22,,,,,,,,
SD Agency - 42865,1719309348951224,USD,"6,47",22-10-2025,22-10-2025,22,,,,,,,,
S - 39833,692227287105126,USD,"20,53",22-10-2025,22-10-2025,22,,,,,,,,
S - 87383,1831657074072173,USD,"96,04",22-10-2025,22-10-2025,22,,,,,,,,
S - 65489,1034947405259035,USD,"624,73",22-10-2025,22-10-2025,22,,,,,,,,
199,4135732740006125,USD,"457,25",22-10-2025,22-10-2025,22,,,,,,,,
197,1346092683346394,USD,"200,02",22-10-2025,22-10-2025,22,,,,,,,,
196,673701182095461,USD,"196,08",22-10-2025,22-10-2025,22,,,,,,,,
195,680334994611451,USD,"33,17",22-10-2025,22-10-2025,22,,,,,,,,
194,9693101004071098,USD,"44,82",22-10-2025,22-10-2025,22,,,,,,,,
llya 1 20/6 3,684236897645268,USD,"30,24",22-10-2025,22-10-2025,22,,,,,,,,
llya 1 20/6 5,1466426690993114,USD,"68,14",22-10-2025,22-10-2025,22,,,,,,,,
RoiBogdan 43 29.9 3,993861339194458,USD,"146,63",22-10-2025,22-10-2025,22,,,,,,,,
580793457924140,580793457924140,USD,"102,36",22-10-2025,22-10-2025,22,,,,,,,,
1063208945970224,1063208945970224,USD,"33,74",22-10-2025,22-10-2025,22,,,,,,,,
bao anh,1927506804669231,USD,"161,81",22-10-2025,22-10-2025,22,,,,,,,,
258,2190524111418587,USD,"353,35",22-10-2025,22-10-2025,22,,,,,,,,
S-878471013980267,878471013980267,USD,"15,19",22-10-2025,22-10-2025,22,,,,,,,,
S-729504782613896,729504782613896,USD,"39,20",22-10-2025,22-10-2025,22,,,,,,,,
S-229166983570341,229166983570341,USD,"110,34",22-10-2025,22-10-2025,22,,,,,,,,
S - 3305,2677564559062999,USD,"20,01",22-10-2025,22-10-2025,22,,,,,,,,
S-1234,1908707616630430,USD,"54,39",22-10-2025,22-10-2025,22,,,,,,,,
S - 72622,1383224982971858,USD,"1,30",22-10-2025,22-10-2025,22,,,,,,,,
S - 123218,1533016414735201,USD,"45,38",22-10-2025,22-10-2025,22,,,,,,,,
S - 231,1060363562911351,USD,"20,35",22-10-2025,22-10-2025,22,,,,,,,,
S-1145685890780056,1145685890780056,USD,"125,68",22-10-2025,22-10-2025,22,,,,,,,,
S-727766696874930,727766696874930,USD,"39,62",22-10-2025,22-10-2025,22,,,,,,,,
haz11 5,1249045690066551,USD,"487,17",22-10-2025,22-10-2025,22,,,,,,,,
S - 123123,744646234795894,USD,"22,35",22-10-2025,22-10-2025,22,,,,,,,,
RoiBogdan 61 2,1507182093992139,USD,"206,26",22-10-2025,22-10-2025,22,,,,,,,,
S-1234,2230120194134178,USD,"580,12",22-10-2025,22-10-2025,22,,,,,,,,
S - 33738,1894050628015751,USD,"29,33",22-10-2025,22-10-2025,22,,,,,,,,
S - 123217,1439733874129113,USD,"152,83",22-10-2025,22-10-2025,22,,,,,,,,
n2,590177964133635,USD,"167,97",22-10-2025,22-10-2025,22,,,,,,,,
Roimed Fusion 9 8.7 5,1418890975998640,USD,"9,90",22-10-2025,22-10-2025,22,,,,,,,,
Roimed Fusion 13 17.7 2,747376751062317,USD,"473,09",22-10-2025,22-10-2025,22,,,,,,,,
zz,2115375962272475,USD,"308,91",22-10-2025,22-10-2025,22,,,,,,,,
1,555098370874289,PHP,"151,18",22-10-2025,22-10-2025,22,,,,,,,,
zz,1063031385807624,USD,"77,54",22-10-2025,22-10-2025,22,,,,,,,,
S - 4561265,1507054423599729,USD,"179,13",22-10-2025,22-10-2025,22,,,,,,,,
SD Agency - 16603,1968570120636505,USD,"13,82",22-10-2025,22-10-2025,22,,,,,,,,
S-1263347205141843,1263347205141843,USD,"5,96",22-10-2025,22-10-2025,22,,,,,,,,
HT 175,890742522776122,USD,"19,30",22-10-2025,22-10-2025,22,,,,,,,,
S - 4679,3625399007778471,USD,"77,36",22-10-2025,22-10-2025,22,,,,,,,,
S - 4695,1465610521019420,USD,"80,16",22-10-2025,22-10-2025,22,,,,,,,,
S - 41351245,1060835449324427,USD,"115,34",22-10-2025,22-10-2025,22,,,,,,,,
S - 41351247,1139858464838400,USD,"27,47",22-10-2025,22-10-2025,22,,,,,,,,
SD Agency - 16605,1398793428031607,USD,"30,49",22-10-2025,22-10-2025,22,,,,,,,,
SD Agency - 16587-k,1341043756992817,USD,"42,80",22-10-2025,22-10-2025,22,,,,,,,,
SD Agency - 16140,1250906766478693,USD,"18,95",22-10-2025,22-10-2025,22,,,,,,,,
HT 168,280244888373212,USD,"134,68",22-10-2025,22-10-2025,22,,,,,,,,
S - 4682,172201442650737,USD,"140,70",22-10-2025,22-10-2025,22,,,,,,,,
3746936082118297,3746936082118297,USD,"146,73",22-10-2025,22-10-2025,22,,,,,,,,
76,1054117153364518,USD,"66,47",22-10-2025,22-10-2025,22,,,,,,,,
S - 48849,640503959042582,USD,"49,10",22-10-2025,22-10-2025,22,,,,,,,,
1428613068280029 bill đỏ,1428613068280029,USD,"134,41",22-10-2025,22-10-2025,22,,,,,,,,
K - 4444,1263779702085932,USD,"521,36",22-10-2025,22-10-2025,22,,,,,,,,
SD Agency - 42863,1272358571168273,USD,"72,39",22-10-2025,22-10-2025,22,,,,,,,,
79,1887468722028537,USD,"151,22",22-10-2025,22-10-2025,22,,,,,,,,
S - 28213,1033266375624355,USD,"178,99",22-10-2025,22-10-2025,22,,,,,,,,
S -01872,729213753165976,USD,"103,50",22-10-2025,22-10-2025,22,,,,,,,,
S - MZ2127 0,1387555895872938,USD,"252,80",22-10-2025,22-10-2025,22,,,,,,,,
S - M 0,24089234874046578,USD,"178,05",22-10-2025,22-10-2025,22,,,,,,,,
1800141394240765,1800141394240765,USD,"41,01",22-10-2025,22-10-2025,22,,,,,,,,
S - 16157,1040971021527655,USD,"215,24",22-10-2025,22-10-2025,22,,,,,,,,
S - 16161,631419926629177,USD,"158,79",22-10-2025,22-10-2025,22,,,,,,,,
Miami 15.9 1,1163508692471512,USD,"152,94",22-10-2025,22-10-2025,22,,,,,,,,
1424969091875365,1424969091875365,USD,"66,82",22-10-2025,22-10-2025,22,,,,,,,,
VI36,544338631978475,USD,"2,94",22-10-2025,22-10-2025,22,,,,,,,,
S-1810691326156477,1810691326156477,USD,"24,54",22-10-2025,22-10-2025,22,,,,,,,,
S - 21111,1251999530044079,USD,"9,58",22-10-2025,22-10-2025,22,,,,,,,,
S - 38739,703117196038329,USD,"215,19",22-10-2025,22-10-2025,22,,,,,,,,
S - 28390,1372380773838212,USD,"83,20",22-10-2025,22-10-2025,22,,,,,,,,
S - 82722,1265987155202345,USD,"348,86",22-10-2025,22-10-2025,22,,,,,,,,
usd 3,30068286129482450,USD,"342,35",22-10-2025,22-10-2025,22,,,,,,,,
usd 5,1389208025557019,USD,"74,04",22-10-2025,22-10-2025,22,,,,,,,,
S - 16162,2185211131989108,USD,"194,38",22-10-2025,22-10-2025,22,,,,,,,,
S - 29828,1660058044696001,USD,"264,06",22-10-2025,22-10-2025,22,,,,,,,,
S - 1231233,1651288195575833,USD,"25,09",22-10-2025,22-10-2025,22,,,,,,,,
S - 1231235,1290387199086656,USD,"39,00",22-10-2025,22-10-2025,22,,,,,,,,
S - 1231243,583472528143972,USD,"91,65",22-10-2025,22-10-2025,22,,,,,,,,
S - 1231245,2249563465460892,USD,"124,36",22-10-2025,22-10-2025,22,,,,,,,,
S-1787822572140732,1787822572140732,USD,"101,81",22-10-2025,22-10-2025,22,,,,,,,,
S - 1231248,1453620745834023,USD,"6,43",22-10-2025,22-10-2025,22,,,,,,,,
S - 1231250 - K,660457670355492,USD,"79,23",22-10-2025,22-10-2025,22,,,,,,,,
S - 1232142,641341010332645,USD,"106,11",22-10-2025,22-10-2025,22,,,,,,,,
S - 1232152,636096660772646,USD,"24,32",22-10-2025,22-10-2025,22,,,,,,,,
Long 1332,599458211360877,USD,"129,65",22-10-2025,22-10-2025,22,,,,,,,,
S - 1295,497402364980052,USD,"21,02",22-10-2025,22-10-2025,22,,,,,,,,
S - 1291,263540122536941,USD,"13,74",22-10-2025,22-10-2025,22,,,,,,,,
S-1234,612000820070397,USD,"66,81",22-10-2025,22-10-2025,22,,,,,,,,
S-1234,183026873997647,USD,"2,06",22-10-2025,22-10-2025,22,,,,,,,,
S-1234,307361118003061,USD,"38,04",22-10-2025,22-10-2025,22,,,,,,,,
S - 1232139 - K,281591030675354,USD,"26,39",22-10-2025,22-10-2025,22,,,,,,,,
S - 1232151,771560063821939,USD,"13,31",22-10-2025,22-10-2025,22,,,,,,,,
S - 1232153 - K,290134496465019,USD,"22,48",22-10-2025,22-10-2025,22,,,,,,,,
S - 1232163,4791571410932164,USD,"54,52",22-10-2025,22-10-2025,22,,,,,,,,
S - 1310,460356338865944,USD,"21,31",22-10-2025,22-10-2025,22,,,,,,,,
S-1234,464486695124822,USD,"294,23",22-10-2025,22-10-2025,22,,,,,,,,
S-1234,345883423596170,USD,"2.147,83",22-10-2025,22-10-2025,22,,,,,,,,
S-1234,314100450722934,USD,"213,96",22-10-2025,22-10-2025,22,,,,,,,,
viet anh 1,311209494217412,USD,"0,73",22-10-2025,22-10-2025,22,,,,,,,,
SD Agency - 16177,313064087400507,USD,"1,14",22-10-2025,22-10-2025,22,,,,,,,,
S - 4321,2177704039413371,USD,"17,20",22-10-2025,22-10-2025,22,,,,,,,,
SS,666082976481547,USD,"309,33",22-10-2025,22-10-2025,22,,,,,,,,
S - 79892,1017913577193303,USD,"62,98",22-10-2025,22-10-2025,22,,,,,,,,
190,1638139673558270,USD,"44,00",22-10-2025,22-10-2025,22,,,,,,,,
189,1222649519250970,USD,"32,60",22-10-2025,22-10-2025,22,,,,,,,,
188,1845886592865242,USD,"144,50",22-10-2025,22-10-2025,22,,,,,,,,
