name_acc,id_acc,currency_acc,spend,date1,date2,day,note,,,,,,,
s - 9001,1840285256790584,USD,"52,63",19-10-2025,19-10-2025,19,,,,,,,,
161,1289809638981497,PHP,"17,86",19-10-2025,19-10-2025,19,,,,,,,,
1616,1353509682630154,PHP,"141,75",19-10-2025,19-10-2025,19,,,,,,,,
1631,1041142831187504,USD,"146,99",19-10-2025,19-10-2025,19,,,,,,,,
167,958536786255021,USD,"8,58",19-10-2025,19-10-2025,19,,,,,,,,
1670,1185050406361339,USD,"86,29",19-10-2025,19-10-2025,19,,,,,,,,
S - 54193,1103429037877914,VND,"382,64",19-10-2025,19-10-2025,19,,,,,,,,
S - 312312,1474393043259413,VND,"245,75",19-10-2025,19-10-2025,19,,,,,,,,
S - 101,445122798061650,VND,"7,29",19-10-2025,19-10-2025,19,,,,,,,,
SD Agency - 58931,4571984929694644,VND,"2,68",19-10-2025,19-10-2025,19,,,,,,,,
S - 14174,520031850734987,VND,"2,67",19-10-2025,19-10-2025,19,,,,,,,,
Watermelon - 1014,693628566233627,PHP,"227,74",19-10-2025,19-10-2025,19,,,,,,,,
S-5879,1100284787815879,USD,"21,50",19-10-2025,19-10-2025,19,,,,,,,,
S-2299,213296375182299,USD,"458,12",19-10-2025,19-10-2025,19,,,,,,,,
ND 461,285774144491512,USD,"382,37",19-10-2025,19-10-2025,19,,,,,,,,
Now 166,1378157462798693,USD,"114,83",19-10-2025,19-10-2025,19,,,,,,,,
Now 169,1053199055902541,USD,"93,97",19-10-2025,19-10-2025,19,,,,,,,,
S - 78568,238210225978568,USD,"124,13",19-10-2025,19-10-2025,19,,,,,,,,
S - 92610,255160527592610,USD,"64,38",19-10-2025,19-10-2025,19,,,,,,,,
S - 93833,1592298554910960,USD,"1.917,73",19-10-2025,19-10-2025,19,,,,,,,,
S - 79932,1463028997581571,USD,"407,34",19-10-2025,19-10-2025,19,,,,,,,,
S - 28228,3551533515061995,USD,"1.655,78",19-10-2025,19-10-2025,19,,,,,,,,
S- 859,1051579169446956,USD,"9,52",19-10-2025,19-10-2025,19,,,,,,,,
VI33 bú,6871749832937519,USD,"135,85",19-10-2025,19-10-2025,19,,,,,,,,
S-1076373256834864,1076373256834864,USD,"101,79",19-10-2025,19-10-2025,19,,,,,,,,
S-280665824656412,280665824656412,USD,"26,27",19-10-2025,19-10-2025,19,,,,,,,,
S - 15065,913319163467378,USD,"70,24",19-10-2025,19-10-2025,19,,,,,,,,
S - 15066,751826456793255,USD,"143,64",19-10-2025,19-10-2025,19,,,,,,,,
S - 15067,902658447985023,USD,"0,96",19-10-2025,19-10-2025,19,,,,,,,,
SD Agency - 15072,3794789847474119,USD,"24,50",19-10-2025,19-10-2025,19,,,,,,,,
S - 1225013,338540505728781,USD,"80,61",19-10-2025,19-10-2025,19,,,,,,,,
S - 321,1208347179973600,USD,"171,72",19-10-2025,19-10-2025,19,,,,,,,,
1,318423827832933,USD,"86,32",19-10-2025,19-10-2025,19,,,,,,,,
S - 313,2441155466076269,USD,"509,94",19-10-2025,19-10-2025,19,,,,,,,,
s 482,1466529590745482,USD,"104,81",19-10-2025,19-10-2025,19,,,,,,,,
S - 308,1332128754157041,USD,"151,33",19-10-2025,19-10-2025,19,,,,,,,,
S - 302,340635725409310,USD,"26,16",19-10-2025,19-10-2025,19,,,,,,,,
TL 284,386667420405050,USD,"37,06",19-10-2025,19-10-2025,19,,,,,,,,
S - 1241,6240543769381464,USD,"0,14",19-10-2025,19-10-2025,19,,,,,,,,
1161534858161480,1161534858161480,USD,"46,42",19-10-2025,19-10-2025,19,,,,,,,,
S-092,251747947806551,USD,"255,60",19-10-2025,19-10-2025,19,,,,,,,,
S-092,1430635654207313,USD,"1.180,10",19-10-2025,19-10-2025,19,,,,,,,,
S-092,1107069996964712,USD,"12,87",19-10-2025,19-10-2025,19,,,,,,,,
S - 86535,341060012173118,USD,"457,96",19-10-2025,19-10-2025,19,,,,,,,,
S - 86540,915213846666846,USD,"9,88",19-10-2025,19-10-2025,19,,,,,,,,
S - 1224989,695100789376686,USD,"40,84",19-10-2025,19-10-2025,19,,,,,,,,
SD Agency - 20446,6996399367102255,USD,"220,20",19-10-2025,19-10-2025,19,,,,,,,,
S - 10982,1049402182942135,USD,"62,49",19-10-2025,19-10-2025,19,,,,,,,,
924795515661813,924795515661813,USD,"280,43",19-10-2025,19-10-2025,19,,,,,,,,
854201073071291,854201073071291,USD,"271,03",19-10-2025,19-10-2025,19,,,,,,,,
S - 52649,775985824352649,USD,"967,74",19-10-2025,19-10-2025,19,,,,,,,,
S-855575009693751,855575009693751,USD,"215,78",19-10-2025,19-10-2025,19,,,,,,,,
S-1633273780813849,1633273780813849,USD,"24,63",19-10-2025,19-10-2025,19,,,,,,,,
S-1405752270149758,1405752270149758,USD,"56,66",19-10-2025,19-10-2025,19,,,,,,,,
S-241606168968979,241606168968979,USD,"30,70",19-10-2025,19-10-2025,19,,,,,,,,
S - 123,1051136232804850,USD,"125,91",19-10-2025,19-10-2025,19,,,,,,,,
S-347188351590521,347188351590521,USD,"345,88",19-10-2025,19-10-2025,19,,,,,,,,
S - 66193,1031601114809275,USD,"53,31",19-10-2025,19-10-2025,19,,,,,,,,
S - 123213131,707385968032949,USD,"233,62",19-10-2025,19-10-2025,19,,,,,,,,
S - 165499,305981485741917,USD,"2,93",19-10-2025,19-10-2025,19,,,,,,,,
S-7348,1413479899377348,USD,"34,24",19-10-2025,19-10-2025,19,,,,,,,,
S-6750,329484699906750,USD,"111,37",19-10-2025,19-10-2025,19,,,,,,,,
S-3067,2013000395753067,USD,"513,05",19-10-2025,19-10-2025,19,,,,,,,,
back 12,209813418865335,USD,"318,65",19-10-2025,19-10-2025,19,,,,,,,,
Valorie 10 6,1035936230855988,USD,"183,93",19-10-2025,19-10-2025,19,,,,,,,,
RoiBogdan 42 4.9 1,1324517414927279,USD,"213,21",19-10-2025,19-10-2025,19,,,,,,,,
px 2 16.7 2,380669224330019,USD,"19,78",19-10-2025,19-10-2025,19,,,,,,,,
lele294,2626915067484304,USD,"212,33",19-10-2025,19-10-2025,19,,,,,,,,
lele294,1371978970125461,USD,"49,46",19-10-2025,19-10-2025,19,,,,,,,,
PB6,233287796483795,USD,"1,38",19-10-2025,19-10-2025,19,,,,,,,,
BAOANH10acc 4,698037965867907,USD,"32,37",19-10-2025,19-10-2025,19,,,,,,,,
BAOANH10acc 6,705467771652477,USD,"1.574,45",19-10-2025,19-10-2025,19,,,,,,,,
S - 123,977724739817812,USD,"28,63",19-10-2025,19-10-2025,19,,,,,,,,
S - 123,635795387638459,USD,"1.077,96",19-10-2025,19-10-2025,19,,,,,,,,
S-741468033416353,741468033416353,USD,"129,10",19-10-2025,19-10-2025,19,,,,,,,,
S-1129111407893370,1129111407893370,USD,"66,17",19-10-2025,19-10-2025,19,,,,,,,,
SD Agency - 15370,488954805932481,USD,"39,57",19-10-2025,19-10-2025,19,,,,,,,,
S - 15376,337244804797933,USD,"75,05",19-10-2025,19-10-2025,19,,,,,,,,
S - 67642,2046531428850071,USD,"264,20",19-10-2025,19-10-2025,19,,,,,,,,
S - 45650,486554689640346,USD,"289,57",19-10-2025,19-10-2025,19,,,,,,,,
S - 45655,1085618385616050,USD,"41,14",19-10-2025,19-10-2025,19,,,,,,,,
S-3041975,486716176132941,USD,"91,27",19-10-2025,19-10-2025,19,,,,,,,,
S-3041975,484556833184121,USD,"64,66",19-10-2025,19-10-2025,19,,,,,,,,
S-3041975,1079527482901476,USD,"98,88",19-10-2025,19-10-2025,19,,,,,,,,
S-3041975,955964218374786,USD,"143,59",19-10-2025,19-10-2025,19,,,,,,,,
S-3041975,746157306362466,USD,"264,09",19-10-2025,19-10-2025,19,,,,,,,,
px 16.7 2,368686014629844,USD,"181,13",19-10-2025,19-10-2025,19,,,,,,,,
265309692257659,265309692257659,USD,"163,55",19-10-2025,19-10-2025,19,,,,,,,,
894138267947600,894138267947600,USD,"135,93",19-10-2025,19-10-2025,19,,,,,,,,
S - 6745,457371742538892,USD,"87,63",19-10-2025,19-10-2025,19,,,,,,,,
Agency 226,768057787503801,USD,"71,22",19-10-2025,19-10-2025,19,,,,,,,,
Agency 129,1603746390003162,USD,"98,83",19-10-2025,19-10-2025,19,,,,,,,,
Agency 119,363727781850444,USD,"604,50",19-10-2025,19-10-2025,19,,,,,,,,
Đã fix thuế 12,623327968934474,USD,"27,82",19-10-2025,19-10-2025,19,,,,,,,,
RoiBogdan 43 using 3,696048781564903,USD,"139,27",19-10-2025,19-10-2025,19,,,,,,,,
S - 3223,1049438285623080,USD,"52,13",19-10-2025,19-10-2025,19,,,,,,,,
SD Agency - 15390,1879741015761729,USD,"262,25",19-10-2025,19-10-2025,19,,,,,,,,
SD Agency - 15406,7025150240901177,USD,"219,31",19-10-2025,19-10-2025,19,,,,,,,,
S - 465143,323285310681318,USD,"54,23",19-10-2025,19-10-2025,19,,,,,,,,
S - 465150,1165968337717881,USD,"171,09",19-10-2025,19-10-2025,19,,,,,,,,
703910281544679,703910281544679,USD,"0,02",19-10-2025,19-10-2025,19,,,,,,,,
S - 3214,780321804112182,USD,"106,89",19-10-2025,19-10-2025,19,,,,,,,,
S - 5435,742485901134720,USD,"5,17",19-10-2025,19-10-2025,19,,,,,,,,
S - 5432,1319229392116148,USD,"106,39",19-10-2025,19-10-2025,19,,,,,,,,
S- 2368,2682210305317141,USD,"76,91",19-10-2025,19-10-2025,19,,,,,,,,
S- 2371,1566178777467976,USD,"7,44",19-10-2025,19-10-2025,19,,,,,,,,
S- 2374,1048442123042059,USD,"62,86",19-10-2025,19-10-2025,19,,,,,,,,
S - 011,3463167954013632,USD,"69,40",19-10-2025,19-10-2025,19,,,,,,,,
412845514429077,412845514429077,USD,"36,68",19-10-2025,19-10-2025,19,,,,,,,,
1076102710259293,1076102710259293,USD,"14,12",19-10-2025,19-10-2025,19,,,,,,,,
359996430300462,359996430300462,USD,"143,34",19-10-2025,19-10-2025,19,,,,,,,,
S-66666,7105228239555287,USD,"34,48",19-10-2025,19-10-2025,19,,,,,,,,
SD Agency - 5699,1459724231243520,USD,"21,47",19-10-2025,19-10-2025,19,,,,,,,,
S - 20428,2476977662433277,USD,"340,39",19-10-2025,19-10-2025,19,,,,,,,,
SD Agency - 42862,619769189131921,USD,"35,75",19-10-2025,19-10-2025,19,,,,,,,,
S - 66194,1355739461531421,USD,"46,40",19-10-2025,19-10-2025,19,,,,,,,,
USD 202,690298598991623,USD,"0,01",19-10-2025,19-10-2025,19,,,,,,,,
USD 21,7211128648928173,USD,"1.092,63",19-10-2025,19-10-2025,19,,,,,,,,
USD 210,684303622577234,USD,"481,42",19-10-2025,19-10-2025,19,,,,,,,,
USD 213,363394381926278,USD,"150,76",19-10-2025,19-10-2025,19,,,,,,,,
USD 215,446069710548846,USD,"220,23",19-10-2025,19-10-2025,19,,,,,,,,
USD 218,7006678346073563,USD,"33,98",19-10-2025,19-10-2025,19,,,,,,,,
S-6423,267263765536423,USD,"1.308,81",19-10-2025,19-10-2025,19,,,,,,,,
S-4148,479712967084148,USD,"281,08",19-10-2025,19-10-2025,19,,,,,,,,
USD 288,684293679265518,USD,"94,45",19-10-2025,19-10-2025,19,,,,,,,,
S - 01992,251275143820521,USD,"2.397,83",19-10-2025,19-10-2025,19,,,,,,,,
S-626190565158629,626190565158629,USD,"7,49",19-10-2025,19-10-2025,19,,,,,,,,
S - 73462,1382384448868237,USD,"7,03",19-10-2025,19-10-2025,19,,,,,,,,
S - 15469,497715158406212,USD,"38,22",19-10-2025,19-10-2025,19,,,,,,,,
S - 15470,914192759280197,USD,"100,35",19-10-2025,19-10-2025,19,,,,,,,,
S-1285901875250881,1285901875250881,USD,"21,46",19-10-2025,19-10-2025,19,,,,,,,,
S-1024859928440681,1024859928440681,USD,"37,53",19-10-2025,19-10-2025,19,,,,,,,,
S-650596709326120,650596709326120,USD,"60,35",19-10-2025,19-10-2025,19,,,,,,,,
SD Agency - 62452,1673590179656680,USD,"64,99",19-10-2025,19-10-2025,19,,,,,,,,
S - 82362,255962650033549,USD,"162,76",19-10-2025,19-10-2025,19,,,,,,,,
S - 82368,265921429026814,USD,"900,69",19-10-2025,19-10-2025,19,,,,,,,,
S - 4561387,1139503053685460,USD,"114,91",19-10-2025,19-10-2025,19,,,,,,,,
3046967053red,304696705356271,USD,"155,81",19-10-2025,19-10-2025,19,,,,,,,,
107406678red,1074066783633853,USD,"92,62",19-10-2025,19-10-2025,19,,,,,,,,
S - 38839,1738208896752314,USD,"611,98",19-10-2025,19-10-2025,19,,,,,,,,
hhhjh,1068348204413691,USD,"7,99",19-10-2025,19-10-2025,19,,,,,,,,
S - 15511,3662780160672411,USD,"234,47",19-10-2025,19-10-2025,19,,,,,,,,
S - 3220,2743860235790807,USD,"159,83",19-10-2025,19-10-2025,19,,,,,,,,
S - 64859,855207166405803,USD,"175,00",19-10-2025,19-10-2025,19,,,,,,,,
S - 64861,338416375738591,USD,"21,64",19-10-2025,19-10-2025,19,,,,,,,,
1,1120608719107000,USD,"97,19",19-10-2025,19-10-2025,19,,,,,,,,
Vũ Bắc 277,775443001286259,USD,"730,94",19-10-2025,19-10-2025,19,,,,,,,,
Vũ Bắc 28,1032734204499736,USD,"34,38",19-10-2025,19-10-2025,19,,,,,,,,
Vũ Bắc 282,753523253360462,USD,"10,75",19-10-2025,19-10-2025,19,,,,,,,,
Valorie 10 5,912656760246024,USD,"56,02",19-10-2025,19-10-2025,19,,,,,,,,
Scrooge 3 30.6 1,288740804184004,USD,"146,93",19-10-2025,19-10-2025,19,,,,,,,,
Vũ Bắc 430,922533439386719,USD,"36,18",19-10-2025,19-10-2025,19,,,,,,,,
Vũ Bắc 431,1052640579307244,USD,"119,54",19-10-2025,19-10-2025,19,,,,,,,,
S-7777,349014871219802,USD,"28,27",19-10-2025,19-10-2025,19,,,,,,,,
S-7777,762794382380747,USD,"8,71",19-10-2025,19-10-2025,19,,,,,,,,
S-645331157617373,645331157617373,USD,"1.862,39",19-10-2025,19-10-2025,19,,,,,,,,
S 002,1026034838690671,USD,"964,60",19-10-2025,19-10-2025,19,,,,,,,,
SD Agency - 15627,4802297803218304,USD,"0,01",19-10-2025,19-10-2025,19,,,,,,,,
S - 64363,477592584037443,USD,"19,28",19-10-2025,19-10-2025,19,,,,,,,,
RoiBogdan 44 28/5 2,502937941393134,USD,"126,64",19-10-2025,19-10-2025,19,,,,,,,,
344758034055125,344758034055125,USD,"40,47",19-10-2025,19-10-2025,19,,,,,,,,
VIP 696,785363692429535,USD,"992,93",19-10-2025,19-10-2025,19,,,,,,,,
S-12212133red,1221213358287582,USD,"103,66",19-10-2025,19-10-2025,19,,,,,,,,
VIP 734,655880845722507,USD,"71,47",19-10-2025,19-10-2025,19,,,,,,,,
S-479475373555440,479475373555440,USD,"412,52",19-10-2025,19-10-2025,19,,,,,,,,
SD Agency - 15643,4852081608213411,USD,"23,08",19-10-2025,19-10-2025,19,,,,,,,,
SD Agency - 15652,480914253667870,USD,"26,18",19-10-2025,19-10-2025,19,,,,,,,,
SD Agency - 15659,1079641579249452,USD,"95,87",19-10-2025,19-10-2025,19,,,,,,,,
S - 15671,1256976601452626,USD,"50,72",19-10-2025,19-10-2025,19,,,,,,,,
SD Agency - 15672,875665273215867,USD,"167,46",19-10-2025,19-10-2025,19,,,,,,,,
S - 15677,272536438354854,USD,"104,07",19-10-2025,19-10-2025,19,,,,,,,,
VIP 886,1827607844089026,USD,"609,04",19-10-2025,19-10-2025,19,,,,,,,,
VIP 897,1311020119373712,USD,"257,81",19-10-2025,19-10-2025,19,,,,,,,,
VIP 899,643420566937143,USD,"582,00",19-10-2025,19-10-2025,19,,,,,,,,
VIP 903,367517071877918,USD,"139,70",19-10-2025,19-10-2025,19,,,,,,,,
VIP 914,1088959058556575,USD,"42,50",19-10-2025,19-10-2025,19,,,,,,,,
VIP 917,356617382932639,USD,"436,45",19-10-2025,19-10-2025,19,,,,,,,,
VIP 927,442840324288121,USD,"84,04",19-10-2025,19-10-2025,19,,,,,,,,
VIP 932,1305815119922450,USD,"750,20",19-10-2025,19-10-2025,19,,,,,,,,
VIP 933,263116975853762,USD,"2.214,90",19-10-2025,19-10-2025,19,,,,,,,,
S - 1312422,744386783193380,USD,"52,92",19-10-2025,19-10-2025,19,,,,,,,,
s 631,4030143997265512,USD,"338,73",19-10-2025,19-10-2025,19,,,,,,,,
S - 411691,1445778466411691,USD,"3.769,96",19-10-2025,19-10-2025,19,,,,,,,,
Santa 617,620962964435232,USD,"43,97",19-10-2025,19-10-2025,19,,,,,,,,
Santa 296,1470542230576420,USD,"37,37",19-10-2025,19-10-2025,19,,,,,,,,
Santa 637,483589844837547,USD,"24,30",19-10-2025,19-10-2025,19,,,,,,,,
Santa 764,1041125034564619,USD,"45,13",19-10-2025,19-10-2025,19,,,,,,,,
Santa 526,1181389103426106,USD,"376,55",19-10-2025,19-10-2025,19,,,,,,,,
S - 456137,1173905590681101,USD,"304,62",19-10-2025,19-10-2025,19,,,,,,,,
SD Agency - 73277,1189388009514306,USD,"95,10",19-10-2025,19-10-2025,19,,,,,,,,
S - 456499,644073828488263,USD,"44,06",19-10-2025,19-10-2025,19,,,,,,,,
Santa 198,2216595335426862,USD,"60,22",19-10-2025,19-10-2025,19,,,,,,,,
Santa 152,991571676426408,USD,"3.335,28",19-10-2025,19-10-2025,19,,,,,,,,
Santa 156,652455170939562,USD,"468,70",19-10-2025,19-10-2025,19,,,,,,,,
Santa 162,1632591930734140,USD,"559,97",19-10-2025,19-10-2025,19,,,,,,,,
Santa 732 red,1358922055375322,USD,"974,20",19-10-2025,19-10-2025,19,,,,,,,,
Santa 168,1322299982895460,USD,"54,02",19-10-2025,19-10-2025,19,,,,,,,,
Santa 566,1724507704769398,USD,"613,56",19-10-2025,19-10-2025,19,,,,,,,,
Santa 174,9429815477138086,USD,"591,82",19-10-2025,19-10-2025,19,,,,,,,,
S - 88392,9592115337544302,USD,"82,54",19-10-2025,19-10-2025,19,,,,,,,,
S - 298392,710169788350374,USD,"1.785,64",19-10-2025,19-10-2025,19,,,,,,,,
S - 123,569625696147387,USD,"32,22",19-10-2025,19-10-2025,19,,,,,,,,
S - 123,1394402868409863,USD,"115,43",19-10-2025,19-10-2025,19,,,,,,,,
S - 123,1007519208018870,USD,"0,01",19-10-2025,19-10-2025,19,,,,,,,,
78,2535928983421481,USD,"453,67",19-10-2025,19-10-2025,19,,,,,,,,
S - 12328,1210002444106815,USD,"252,43",19-10-2025,19-10-2025,19,,,,,,,,
NHD - 107,884229909829375,USD,"208,74",19-10-2025,19-10-2025,19,,,,,,,,
S-1424,899371278641424,USD,"292,44",19-10-2025,19-10-2025,19,,,,,,,,
S-12312,1517335082451351,USD,"102,34",19-10-2025,19-10-2025,19,,,,,,,,
S - 15826,1239221057574458,USD,"289,58",19-10-2025,19-10-2025,19,,,,,,,,
Visa · 4641,1006121864403937,VND,"123,82",19-10-2025,19-10-2025,19,,,,,,,,
Visa · 4641 - 1000 VND,2079624795834752,VND,"32,79",19-10-2025,19-10-2025,19,,,,,,,,
Visa · 4641 - 1000 VND,1392355188860795,VND,"23,40",19-10-2025,19-10-2025,19,,,,,,,,
Visa · 4641,659649556711510,VND,"49,66",19-10-2025,19-10-2025,19,,,,,,,,
Visa · 4641,659082570212079,VND,"105,55",19-10-2025,19-10-2025,19,,,,,,,,
Visa · 4617,2029986770819735,VND,"23,41",19-10-2025,19-10-2025,19,,,,,,,,
Visa · 7676,1325651551993573,VND,"57,63",19-10-2025,19-10-2025,19,,,,,,,,
446,1247262173691066,USD,"118,31",19-10-2025,19-10-2025,19,,,,,,,,
445,632711229795690,USD,"58,88",19-10-2025,19-10-2025,19,,,,,,,,
RoiBogdan 43 using 5,1184680866314524,USD,"167,75",19-10-2025,19-10-2025,19,,,,,,,,
RoiBogdan 42 14.8 3,1426674935413375,USD,"250,52",19-10-2025,19-10-2025,19,,,,,,,,
A95,1423312528696804,USD,"10,37",19-10-2025,19-10-2025,19,,,,,,,,
A87,2385799245133777,USD,"370,55",19-10-2025,19-10-2025,19,,,,,,,,
79,2251146861947859,USD,"638,24",19-10-2025,19-10-2025,19,,,,,,,,
S - 456133,711493284628530,USD,"203,09",19-10-2025,19-10-2025,19,,,,,,,,
S - 456135,1780154309381857,USD,"70,58",19-10-2025,19-10-2025,19,,,,,,,,
86,1189275432466438,USD,"429,58",19-10-2025,19-10-2025,19,,,,,,,,
87,1132978955298816,USD,"508,35",19-10-2025,19-10-2025,19,,,,,,,,
80,700210059325115,USD,"506,54",19-10-2025,19-10-2025,19,,,,,,,,
S - 456140,1255790466555860,USD,"328,29",19-10-2025,19-10-2025,19,,,,,,,,
A72,1186830062723725,USD,"119,58",19-10-2025,19-10-2025,19,,,,,,,,
A71,4196983687252323,USD,"127,50",19-10-2025,19-10-2025,19,,,,,,,,
A70,685212077763690,USD,"115,52",19-10-2025,19-10-2025,19,,,,,,,,
A69,1407546006911787,USD,"131,34",19-10-2025,19-10-2025,19,,,,,,,,
A68,1363677658077489,USD,"243,20",19-10-2025,19-10-2025,19,,,,,,,,
s 2828,1818111915632828,USD,"245,05",19-10-2025,19-10-2025,19,,,,,,,,
8 - 1929,9683609435088755,USD,"16,87",19-10-2025,19-10-2025,19,,,,,,,,
"Visa · 5709 - 0,00 USD",1034569688094560,USD,"116,81",19-10-2025,19-10-2025,19,,,,,,,,
"Visa · 5709 - 0,00 USD",622933790769241,USD,"141,50",19-10-2025,19-10-2025,19,,,,,,,,
S - 928,702796642390802,USD,"30,10",19-10-2025,19-10-2025,19,,,,,,,,
S - 931,1439664863881762,USD,"64,90",19-10-2025,19-10-2025,19,,,,,,,,
RoiBogdan 44 9/6 3,1213454726904767,USD,"295,65",19-10-2025,19-10-2025,19,,,,,,,,
RoiBogdan 44 9/6 1,747076397651321,USD,"136,34",19-10-2025,19-10-2025,19,,,,,,,,
Visa · 5642,1366695377892287,USD,"104,55",19-10-2025,19-10-2025,19,,,,,,,,
65,671360302450899,USD,"18,29",19-10-2025,19-10-2025,19,,,,,,,,
58 - XM,3865518246927469,USD,"366,38",19-10-2025,19-10-2025,19,,,,,,,,
- XM,872307575073608,USD,"59,54",19-10-2025,19-10-2025,19,,,,,,,,
53,9991372300925045,USD,"437,34",19-10-2025,19-10-2025,19,,,,,,,,
Visa · 7627,1683403302543223,USD,"232,36",19-10-2025,19-10-2025,19,,,,,,,,
Visa · 7627,23887144480920210,USD,"354,21",19-10-2025,19-10-2025,19,,,,,,,,
S-1247184470308567,1247184470308567,USD,"36,06",19-10-2025,19-10-2025,19,,,,,,,,
S-1005548825061443,1005548825061443,USD,"62,82",19-10-2025,19-10-2025,19,,,,,,,,
RoiBogdan 44 29.9 1,1464558267850374,USD,"235,04",19-10-2025,19-10-2025,19,,,,,,,,
L8 2,665122496329124,USD,"206,02",19-10-2025,19-10-2025,19,,,,,,,,
Visa · 7676,685048963993705,USD,"296,66",19-10-2025,19-10-2025,19,,,,,,,,
S - 933,1579983169384266,VND,"57,59",19-10-2025,19-10-2025,19,,,,,,,,
Verza,1635932983959077,VND,"67,14",19-10-2025,19-10-2025,19,,,,,,,,
Visa · 4518,2396689410731173,VND,"239,39",19-10-2025,19-10-2025,19,,,,,,,,
S - 1420104222696023,1420104222696023,VND,"20,97",19-10-2025,19-10-2025,19,,,,,,,,
Visa · 4526,604031612682245,VND,"247,24",19-10-2025,19-10-2025,19,,,,,,,,
GS - 2,2041746786237656,VND,"117,94",19-10-2025,19-10-2025,19,,,,,,,,
1706914356592365,1706914356592365,USD,"63,33",19-10-2025,19-10-2025,19,,,,,,,,
S - 83439,721434823907666,USD,"98,01",19-10-2025,19-10-2025,19,,,,,,,,
s 420,1918765858899600,USD,"88,85",19-10-2025,19-10-2025,19,,,,,,,,
413,1428968734778243,USD,"560,60",19-10-2025,19-10-2025,19,,,,,,,,
s 412,1059187639411924,USD,"178,72",19-10-2025,19-10-2025,19,,,,,,,,
405,2525422147821941,USD,"268,90",19-10-2025,19-10-2025,19,,,,,,,,
S - 45612,630138336857486,USD,"255,33",19-10-2025,19-10-2025,19,,,,,,,,
74,1199224758141890,USD,"532,40",19-10-2025,19-10-2025,19,,,,,,,,
77,685186451160766,USD,"822,33",19-10-2025,19-10-2025,19,,,,,,,,
S - 45622,1461241585253503,USD,"566,17",19-10-2025,19-10-2025,19,,,,,,,,
S - 45623,3607483386225551,USD,"345,17",19-10-2025,19-10-2025,19,,,,,,,,
S - 45624,1471522687165966,USD,"43,62",19-10-2025,19-10-2025,19,,,,,,,,
S - 45625,727534293264400,USD,"210,03",19-10-2025,19-10-2025,19,,,,,,,,
S - 45628,1214560726879599,USD,"276,06",19-10-2025,19-10-2025,19,,,,,,,,
RoiBogdan 2 10.1 2,1137448835067882,USD,"174,48",19-10-2025,19-10-2025,19,,,,,,,,
Sid 8.8 6,695929763188354,USD,"65,39",19-10-2025,19-10-2025,19,,,,,,,,
Marta 9.10 4,2031192237289182,USD,"4,26",19-10-2025,19-10-2025,19,,,,,,,,
Sid 8.8 8,1072390314743858,USD,"27,78",19-10-2025,19-10-2025,19,,,,,,,,
Valorie 1 21.9 2,1429676511717993,USD,"69,23",19-10-2025,19-10-2025,19,,,,,,,,
RoiBogdan 53 10.10 1,1232366548239020,USD,"197,44",19-10-2025,19-10-2025,19,,,,,,,,
rbd 53 5.9 1,704869902467711,USD,"402,99",19-10-2025,19-10-2025,19,,,,,,,,
RoiBogdan 42 9.8 2,1385006599212413,USD,"115,37",19-10-2025,19-10-2025,19,,,,,,,,
1019858410253343,1019858410253343,USD,"157,07",19-10-2025,19-10-2025,19,,,,,,,,
731819999177782,731819999177782,USD,"232,70",19-10-2025,19-10-2025,19,,,,,,,,
1215155996278755,1215155996278755,USD,"85,75",19-10-2025,19-10-2025,19,,,,,,,,
koaala,1377584673456809,USD,"134,61",19-10-2025,19-10-2025,19,,,,,,,,
326,1445253606649951,USD,"12,24",19-10-2025,19-10-2025,19,,,,,,,,
RoiBogdan 43 using 4,1220141649754504,USD,"0,29",19-10-2025,19-10-2025,19,,,,,,,,
RoiBogdan 43 using 6,737034932012081,USD,"177,14",19-10-2025,19-10-2025,19,,,,,,,,
RoiBogdan 53 10/9 1,722360187033856,USD,"186,12",19-10-2025,19-10-2025,19,,,,,,,,
RoiBogdan 43 using 2,716835680862308,USD,"229,69",19-10-2025,19-10-2025,19,,,,,,,,
Solo Leveling 23.9 2,1288292742809994,USD,"257,00",19-10-2025,19-10-2025,19,,,,,,,,
Valorie 10 2,3277930379032557,USD,"74,34",19-10-2025,19-10-2025,19,,,,,,,,
llya 1 20/6 1,2524879414529712,USD,"106,10",19-10-2025,19-10-2025,19,,,,,,,,
llya 1 20/6 2,556654057504077,USD,"21,86",19-10-2025,19-10-2025,19,,,,,,,,
llya 1 20/6 3,684236897645268,USD,"26,69",19-10-2025,19-10-2025,19,,,,,,,,
RoiBogdan 43 29.9 3,993861339194458,USD,"156,19",19-10-2025,19-10-2025,19,,,,,,,,
258,2190524111418587,USD,"438,27",19-10-2025,19-10-2025,19,,,,,,,,
S - 39833,692227287105126,USD,"125,30",19-10-2025,19-10-2025,19,,,,,,,,
S - 65489,1034947405259035,USD,"225,49",19-10-2025,19-10-2025,19,,,,,,,,
199,4135732740006125,USD,"586,44",19-10-2025,19-10-2025,19,,,,,,,,
197,1346092683346394,USD,"31,70",19-10-2025,19-10-2025,19,,,,,,,,
196,673701182095461,USD,"70,38",19-10-2025,19-10-2025,19,,,,,,,,
195,680334994611451,USD,"39,74",19-10-2025,19-10-2025,19,,,,,,,,
194,9693101004071098,USD,"173,30",19-10-2025,19-10-2025,19,,,,,,,,
189,1222649519250970,USD,"201,19",19-10-2025,19-10-2025,19,,,,,,,,
