name_acc,id_acc,currency_acc,spend,date1,date2,day,note,,,
S - 21578,2096205300789878,USD,"77,14",01-10-2025,01-10-2025,1,,,
S - 019292,1425093275470264,USD,"2.247,10",01-10-2025,01-10-2025,1,,,
S -09911,584277121396008,USD,"35,36",01-10-2025,01-10-2025,1,,,
S - 28282,4199461940381496,USD,"83,61",01-10-2025,01-10-2025,1,,,
S - 3311,585388497661296,USD,"286,23",01-10-2025,01-10-2025,1,,,
S - 2332,749608654304594,USD,"21,92",01-10-2025,01-10-2025,1,,,
S - 16078,1390817235505128,USD,"16,95",01-10-2025,01-10-2025,1,,,
S - 82828,1101622685200992,USD,"1.001,24",01-10-2025,01-10-2025,1,,,
S-4985,1404814147394985,USD,"832,49",01-10-2025,01-10-2025,1,,,
S-0998,1436809507750998,USD,"623,17",01-10-2025,01-10-2025,1,,,
2110047856135905,2110047856135905,USD,"79,17",01-10-2025,01-10-2025,1,,,
604154925587597,604154925587597,USD,"101,91",01-10-2025,01-10-2025,1,,,
1069558277866546,1069558277866546,USD,"39,29",01-10-2025,01-10-2025,1,,,
609137335540231,609137335540231,USD,"47,01",01-10-2025,01-10-2025,1,,,
1428035035002733,1428035035002733,USD,"56,59",01-10-2025,01-10-2025,1,,,
2067643400432005,2067643400432005,USD,"21,17",01-10-2025,01-10-2025,1,,,
708989418507427,708989418507427,USD,"49,49",01-10-2025,01-10-2025,1,,,
739640199001925,739640199001925,USD,"81,85",01-10-2025,01-10-2025,1,,,
1405755237302466,1405755237302466,USD,"1.793,48",01-10-2025,01-10-2025,1,,,
soăn 43,727247809704754,USD,"2.594,98",01-10-2025,01-10-2025,1,,,
soăn 38,710822098245095,USD,"5,02",01-10-2025,01-10-2025,1,,,
soăn 34,1216044320219696,USD,"215,80",01-10-2025,01-10-2025,1,,,
soăn 27,1436749550797665,PHP,"308,75",01-10-2025,01-10-2025,1,,,
soăn 26,1726521798256317,USD,"98,24",01-10-2025,01-10-2025,1,,,
S - 81233,1353622299077292,USD,"10,38",01-10-2025,01-10-2025,1,,,
S - 82131 2,1090257879630729,USD,"114,63",01-10-2025,01-10-2025,1,,,
lele118,788038834174674,USD,"51,21",01-10-2025,01-10-2025,1,,,
S-2176,24456219333972176,USD,"447,84",01-10-2025,01-10-2025,1,,,
S-9208,750765677519208,USD,"345,91",01-10-2025,01-10-2025,1,,,
S-5766,1269685244775766,USD,"166,43",01-10-2025,01-10-2025,1,,,
S - 38838,1686052922096929,USD,"18,23",01-10-2025,01-10-2025,1,,,
S - 92223,4129286027354570,USD,"31,93",01-10-2025,01-10-2025,1,,,
S - 38383,1499059401078902,USD,"295,14",01-10-2025,01-10-2025,1,,,
S - 383399,3943050642579690,USD,"909,64",01-10-2025,01-10-2025,1,,,
lele128,743815611376786,USD,"107,08",01-10-2025,01-10-2025,1,,,
soăn 3,724188703899111,USD,"92,22",01-10-2025,01-10-2025,1,,,
S - Rz2 15,957079971631325,PKR,"126,30",01-10-2025,01-10-2025,1,,,
S - 4568,908694987244010,USD,"22,77",01-10-2025,01-10-2025,1,,,
904006948061671,904006948061671,USD,"188,92",01-10-2025,01-10-2025,1,,,
S - 73464,742198030751156,USD,"176,44",01-10-2025,01-10-2025,1,,,
PH 9515,736083301439515,USD,"239,66",01-10-2025,01-10-2025,1,,,
SD Agency - 4462,669282799801116,EUR,"98,27",01-10-2025,01-10-2025,1,,,
S- 7262,50147262,USD,"100,02",01-10-2025,01-10-2025,1,,,
SD Agency - 34812,492042615962294,USD,"8,20",01-10-2025,01-10-2025,1,,,
S - 25226,391797896625060,USD,"22,24",01-10-2025,01-10-2025,1,,,
S - 43909,3651414755074603,USD,"53,20",01-10-2025,01-10-2025,1,,,
S - 3334,358837108,USD,"4,79",01-10-2025,01-10-2025,1,,,
S - 355497127190204,355497127190204,USD,"101,45",01-10-2025,01-10-2025,1,,,
S - 23541,344875158306108,USD,"20,55",01-10-2025,01-10-2025,1,,,
SD Agency - 72361,337744215700245,USD,"32,45",01-10-2025,01-10-2025,1,,,
SD Agency - 72420,3177622042532101,USD,"31,50",01-10-2025,01-10-2025,1,,,
SD Agency - 13043,258765507,EUR,"22,98",01-10-2025,01-10-2025,1,,,
S - Rz2 13,253104790732522,TRY,"102,67",01-10-2025,01-10-2025,1,,,
S-2336,243776979812336,USD,"278,23",01-10-2025,01-10-2025,1,,,
S - 1003,208255218978486,TRY,"273,32",01-10-2025,01-10-2025,1,,,
SD Agency - 78978,2033145860050765,USD,"47,15",01-10-2025,01-10-2025,1,,,
SD Agency - 72373,1465425244024229,USD,"11,35",01-10-2025,01-10-2025,1,,,
1379501686270898,1379501686270898,USD,"283,81",01-10-2025,01-10-2025,1,,,
S - 1001,122373551722110,EUR,"253,06",01-10-2025,01-10-2025,1,,,
S- 4458,1223133945051443,USD,"15,14",01-10-2025,01-10-2025,1,,,
s-137001950,137001950,USD,"3,80",01-10-2025,01-10-2025,1,,,
117783928310213,117783928310213,EUR,"408,49",01-10-2025,01-10-2025,1,,,
s - 1010 1,108261895,USD,"2,70",01-10-2025,01-10-2025,1,,,
1034729847608229,1034729847608229,USD,"77,34",01-10-2025,01-10-2025,1,,,
S - 2315,10202795584195453,EUR,"38,95",01-10-2025,01-10-2025,1,,,
S - 1004,846896299484592,EUR,"10,55",01-10-2025,01-10-2025,1,,,
S-1234,723405183972654,USD,"1,00",01-10-2025,01-10-2025,1,,,
Mao - 20,6699559106777640,USD,"136,03",01-10-2025,01-10-2025,1,,,
S - Raze5 6,554170472481303,USD,"619,27",01-10-2025,01-10-2025,1,,,
519374572279889,519374572279889,USD,"25,10",01-10-2025,01-10-2025,1,,,
ĐÃ BÁN 65,313764897911833,USD,"34,51",01-10-2025,01-10-2025,1,,,
SD Agency - 17972,1752296378548777,USD,"204,76",01-10-2025,01-10-2025,1,,,
FAQ us,171749435100169,USD,"17,43",01-10-2025,01-10-2025,1,,,
S - Raze1 3,1532729290488434,EUR,"91,99",01-10-2025,01-10-2025,1,,,
S - 4373,136019426260364,USD,"81,43",01-10-2025,01-10-2025,1,,,
S - 1346137319116720,1346137319116720,TWD,"35,43",01-10-2025,01-10-2025,1,,,
TL 458,1342312653317958,USD,"9,46",01-10-2025,01-10-2025,1,,,
1306531952865357,1306531952865357,COP,"279,28",01-10-2025,01-10-2025,1,,,
S-1234,1228207988794624,USD,"5,45",01-10-2025,01-10-2025,1,,,
105711956190260,105711956190260,USD,"215,39",01-10-2025,01-10-2025,1,,,
TL 442,1047609039793575,USD,"29,33",01-10-2025,01-10-2025,1,,,
Wuz - 57,1003831590662449,USD,"35,04",01-10-2025,01-10-2025,1,,,
VI54,708566248638659,USD,"26,34",01-10-2025,01-10-2025,1,,,
lele129,1762384814369983,USD,"45,25",01-10-2025,01-10-2025,1,,,
lele129,1429428395147622,USD,"20,49",01-10-2025,01-10-2025,1,,,
lele129,1280770237091696,USD,"9,73",01-10-2025,01-10-2025,1,,,
,543866380592854,,"39,77",,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
,,,,,,30,,,
