name_acc,id_acc,currency_acc,spend,date1,date2,day,note,,,
Santa 164,1454388808863101,USD,"63,91",10-10-2025,10-10-2025,10,,,
S - 411691,1445778466411691,USD,"423,89",10-10-2025,10-10-2025,10,,,
Santa 172,1416715943077936,USD,"61,55",10-10-2025,10-10-2025,10,,,
S - 123,1394402868409863,USD,"205,86",10-10-2025,10-10-2025,10,,,
Santa 170,1391742738524993,USD,"87,72",10-10-2025,10-10-2025,10,,,
Santa 732 red,1358922055375322,USD,"653,75",10-10-2025,10-10-2025,10,,,
Santa 168,1322299982895460,USD,"166,47",10-10-2025,10-10-2025,10,,,
CN 131813107186649,131813107186649,USD,"70,36",10-10-2025,10-10-2025,10,,,
VIP 897,1311020119373712,USD,"221,86",10-10-2025,10-10-2025,10,,,
1306531952865357,1306531952865357,COP,"402,60",10-10-2025,10-10-2025,10,,,
VIP 932,1305815119922450,USD,"133,57",10-10-2025,10-10-2025,10,,,
S-135,1288846081807744,USD,"109,42",10-10-2025,10-10-2025,10,,,
S-1234,1283497126627851,USD,"106,02",10-10-2025,10-10-2025,10,,,
S - 15671,1256976601452626,USD,"48,83",10-10-2025,10-10-2025,10,,,
1548,1254280409728727,USD,"24,75",10-10-2025,10-10-2025,10,,,
Santa 640,1251200283027594,USD,"108,93",10-10-2025,10-10-2025,10,,,
S - 15826,1239221057574458,USD,"246,12",10-10-2025,10-10-2025,10,,,
S-12212133red,1221213358287582,USD,"390,29",10-10-2025,10-10-2025,10,,,
SD Agency - 45684,1219283886585028,USD,"0,37",10-10-2025,10-10-2025,10,,,
S-1234,1208277827624569,USD,"234,47",10-10-2025,10-10-2025,10,,,
1556,1197882265132675,USD,"124,35",10-10-2025,10-10-2025,10,,,
359996430300462,359996430300462,USD,"106,56",10-10-2025,10-10-2025,10,,,
Giang 24,795266835978661,USD,"111,22",10-10-2025,10-10-2025,10,,,
S - 73462,1382384448868237,USD,"86,31",10-10-2025,10-10-2025,10,,,
S - Raze5 6,554170472481303,USD,"1.653,82",10-10-2025,10-10-2025,10,,,
1103779570777140,1103779570777140,USD,"401,77",10-10-2025,10-10-2025,10,,,
مرحبا، كيف حالك,1052906499045304,MXN,"6,03",10-10-2025,10-10-2025,10,,,
S - 73461,276817377736563,USD,"28,89",10-10-2025,10-10-2025,10,,,
1783519332094151,1783519332094151,USD,"112,87",10-10-2025,10-10-2025,10,,,
SD Agency - 73277,1189388009514306,USD,"5,71",10-10-2025,10-10-2025,10,,,
Santa 526,1181389103426106,USD,"164,71",10-10-2025,10-10-2025,10,,,
S-760.,1163106134427760,USD,"650,50",10-10-2025,10-10-2025,10,,,
S-1234,1135055105324496,USD,"376,58",10-10-2025,10-10-2025,10,,,
1,1120608719107000,USD,"118,26",10-10-2025,10-10-2025,10,,,
cty 34 scb đức 1362,1107504023540221,VND,"197,57",10-10-2025,10-10-2025,10,,,
S-2664,1101185517892664,USD,"55,65",10-10-2025,10-10-2025,10,,,
s 193,1088240659186547,USD,"232,51",10-10-2025,10-10-2025,10,,,
SD Agency - 15659,1079641579249452,USD,"169,56",10-10-2025,10-10-2025,10,,,
cross39,1054550935663456,USD,"43,37",10-10-2025,10-10-2025,10,,,
Vũ Bắc 431,1052640579307244,USD,"36,15",10-10-2025,10-10-2025,10,,,
USD 256,1049566332255688,USD,"136,66",10-10-2025,10-10-2025,10,,,
1537,1049384227150051,USD,"71,13",10-10-2025,10-10-2025,10,,,
S-1040633689818099,1040633689818099,USD,"139,91",10-10-2025,10-10-2025,10,,,
Vũ Bắc 28,1032734204499736,USD,"37,76",10-10-2025,10-10-2025,10,,,
S-1024859928440681,1024859928440681,USD,"58,16",10-10-2025,10-10-2025,10,,,
1553,1023707236517823,USD,"23,63",10-10-2025,10-10-2025,10,,,
1021486436285626,1021486436285626,USD,"96,76",10-10-2025,10-10-2025,10,,,
S-1000377808845548,1000377808845548,USD,"70,04",10-10-2025,10-10-2025,10,,,
S - 1447,483879852375681,MXN,"208,87",10-10-2025,10-10-2025,10,,,
S - 123,717871799203968,USD,"4,77",10-10-2025,10-10-2025,10,,,
Agency 286,708323523525695,USD,"118,20",10-10-2025,10-10-2025,10,,,
S - 6745,457371742538892,USD,"191,33",10-10-2025,10-10-2025,10,,,
987713185478147,987713185478147,USD,"16,21",10-10-2025,10-10-2025,10,,,
S - 3223,1049438285623080,USD,"484,19",10-10-2025,10-10-2025,10,,,
S - 4322,1080693983266057,USD,"37,61",10-10-2025,10-10-2025,10,,,
S - 3220,2743860235790807,USD,"463,90",10-10-2025,10-10-2025,10,,,
S - 3219 -k,741975677484094,USD,"100,01",10-10-2025,10-10-2025,10,,,
S - 64859,855207166405803,USD,"142,11",10-10-2025,10-10-2025,10,,,
S - 64363,477592584037443,USD,"15,21",10-10-2025,10-10-2025,10,,,
S - 782445,1013310956287563,USD,"28,00",10-10-2025,10-10-2025,10,,,
S - 782447,499636678197183,USD,"64,55",10-10-2025,10-10-2025,10,,,
691834298511532,691834298511532,USD,"27,73",10-10-2025,10-10-2025,10,,,
Bend1 2,1018154473095090,USD,"319,24",10-10-2025,10-10-2025,10,,,
Bend1 1,1180834643179200,USD,"7,07",10-10-2025,10-10-2025,10,,,
Santa 764,1041125034564619,USD,"203,73",10-10-2025,10-10-2025,10,,,
S - 1322,568334812165149,USD,"9,07",10-10-2025,10-10-2025,10,,,
1721,2901660890014212,USD,"53,86",10-10-2025,10-10-2025,10,,,
991504553144022,991504553144022,USD,"136,42",10-10-2025,10-10-2025,10,,,
1730,1668091773827716,USD,"188,85",10-10-2025,10-10-2025,10,,,
1829 red,1253879976411510,USD,"0,96",10-10-2025,10-10-2025,10,,,
S - 6637,394267683074554,USD,"160,88",10-10-2025,10-10-2025,10,,,
S - 5432,1319229392116148,USD,"101,49",10-10-2025,10-10-2025,10,,,
S- 2371,1566178777467976,USD,"8,30",10-10-2025,10-10-2025,10,,,
verza,1066544901284559,MXN,"0,21",10-10-2025,10-10-2025,10,,,
3771046686507811,3771046686507811,USD,"111,83",10-10-2025,10-10-2025,10,,,
S - 011,3463167954013632,USD,"45,31",10-10-2025,10-10-2025,10,,,
412845514429077,412845514429077,USD,"49,41",10-10-2025,10-10-2025,10,,,
1076102710259293,1076102710259293,USD,"34,05",10-10-2025,10-10-2025,10,,,
S - 73461,276817377736563,USD,"28,89",10-10-2025,10-10-2025,10,,,
1783519332094151,1783519332094151,USD,"112,59",10-10-2025,10-10-2025,10,,,
SD Agency -  11798,299143178,BRL,"2,48",10-10-2025,10-10-2025,10,,,
14,1082900573739767,USD,"348,76",10-10-2025,10-10-2025,10,,,
,543866380592854,,"22,96",10-10-2025,10-10-2025,10,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
,,,,,, ,,,
