name_acc,id_acc,currency_acc,spend,date1,date2,day,note,,,
S-1234,844483914369326,USD,"713,97",09-10-2025,09-10-2025,9,,,
S - 232,1707702573106889,USD,"88,77",09-10-2025,09-10-2025,9,,,
S - 6732,470753169375156,USD,"69,15",09-10-2025,09-10-2025,9,,,
Đã fix thuế - k,433318833188967,USD,"28,82",09-10-2025,09-10-2025,9,,,
VI56,2242621699444177,USD,"161,47",09-10-2025,09-10-2025,9,,,
VI29,573734938894612,USD,"346,07",09-10-2025,09-10-2025,9,,,
🅢🅖🅐 32,1760309454811065,USD,"46,20",09-10-2025,09-10-2025,9,,,
Kyoung Tae Park,401112523288326,KRW,"3,34",09-10-2025,09-10-2025,9,,,
214609116307966,214609116307966,GTQ,"23,02",09-10-2025,09-10-2025,9,,,
S - 14614,421168811055700,USD,"200,76",09-10-2025,09-10-2025,9,,,
S - 123,946479090994478,USD,"29,55",09-10-2025,09-10-2025,9,,,
S - 123,670412265344008,USD,"46,02",09-10-2025,09-10-2025,9,,,
S - 123,1291677531892285,USD,"156,34",09-10-2025,09-10-2025,9,,,
S - 123,1688365645434303,USD,"33,02",09-10-2025,09-10-2025,9,,,
S-1234,937488468550504,USD,"44,47",09-10-2025,09-10-2025,9,,,
S - 129112,936176982042793,USD,"118,39",09-10-2025,09-10-2025,9,,,
S-5645,606589652185645,USD,"613,07",09-10-2025,09-10-2025,9,,,
S-1391737675150298,1391737675150298,USD,"31,83",09-10-2025,09-10-2025,9,,,
s - 1535,1330914041489642,USD,"155,74",09-10-2025,09-10-2025,9,,,
s - 1539,1374372423584702,USD,"56,74",09-10-2025,09-10-2025,9,,,
S - 6759,1299181751162572,USD,"159,86",09-10-2025,09-10-2025,9,,,
161,1289809638981497,PHP,"170,79",09-10-2025,09-10-2025,9,,,
1610,639781245423869,PHP,"385,13",09-10-2025,09-10-2025,9,,,
1616,1353509682630154,PHP,"138,88",09-10-2025,09-10-2025,9,,,
167,958536786255021,USD,"0,81",09-10-2025,09-10-2025,9,,,
S - 54193,1103429037877914,VND,"266,68",09-10-2025,09-10-2025,9,,,
S - 312312,1474393043259413,VND,"726,34",09-10-2025,09-10-2025,9,,,
S - 101,445122798061650,VND,"146,45",09-10-2025,09-10-2025,9,,,
S - 14174,520031850734987,VND,"287,89",09-10-2025,09-10-2025,9,,,
S - 14175,531261562828357,VND,"134,19",09-10-2025,09-10-2025,9,,,
S - 14194,974375327746057,VND,"183,44",09-10-2025,09-10-2025,9,,,
Watermelon - 1014,693628566233627,PHP,"92,87",09-10-2025,09-10-2025,9,,,
S-5879,1100284787815879,USD,"36,66",09-10-2025,09-10-2025,9,,,
S-2299,213296375182299,USD,"437,19",09-10-2025,09-10-2025,9,,,
S-9882,357368406929882,USD,"148,97",09-10-2025,09-10-2025,9,,,
S-9389,1369679660329389,USD,"173,94",09-10-2025,09-10-2025,9,,,
S - 123,396124192862021,USD,"354,38",09-10-2025,09-10-2025,9,,,
Now 166,1378157462798693,USD,"103,66",09-10-2025,09-10-2025,9,,,
Now 169,1053199055902541,USD,"248,97",09-10-2025,09-10-2025,9,,,
S - 123,1540996213404276,USD,"57,17",09-10-2025,09-10-2025,9,,,
S - 123,1316391009071408,USD,"62,13",09-10-2025,09-10-2025,9,,,
S - cmcg,388070683687521,USD,"1.855,24",09-10-2025,09-10-2025,9,,,
S - 123,352963224149302,USD,"121,89",09-10-2025,09-10-2025,9,,,
ND 462,208863012295735,USD,"29,02",09-10-2025,09-10-2025,9,,,
S - 28282,1404789947078322,USD,"3.005,50",09-10-2025,09-10-2025,9,,,
ND 160,1097795871358567,USD,"14,27",09-10-2025,09-10-2025,9,,,
ND 164,679317334381075,USD,"19,89",09-10-2025,09-10-2025,9,,,
S-2752,391618746762752,USD,"40,21",09-10-2025,09-10-2025,9,,,
S- 7015 - K,354188267316709,USD,"70,63",09-10-2025,09-10-2025,9,,,
S - 92610,255160527592610,USD,"24,28",09-10-2025,09-10-2025,9,,,
891787455691892,891787455691892,USD,"25,16",09-10-2025,09-10-2025,9,,,
S - 79932,1463028997581571,USD,"1.554,36",09-10-2025,09-10-2025,9,,,
S- 859,1051579169446956,USD,"45,88",09-10-2025,09-10-2025,9,,,
jensha1,3260177180953555,USD,"62,22",09-10-2025,09-10-2025,9,,,
VI33,6871749832937519,USD,"1.718,27",09-10-2025,09-10-2025,9,,,
bao anh,351734124264108,USD,"340,10",09-10-2025,09-10-2025,9,,,
TL 659,3506706679639347,USD,"121,92",09-10-2025,09-10-2025,9,,,
S-1076373256834864,1076373256834864,USD,"67,95",09-10-2025,09-10-2025,9,,,
SD Agency - 58930,237267365985882,USD,"31,23",09-10-2025,09-10-2025,9,,,
S - 87100,382738037760478,USD,"122,39",09-10-2025,09-10-2025,9,,,
SD Agency - 69404,360822426647966,USD,"203,09",09-10-2025,09-10-2025,9,,,
S - 15067,902658447985023,USD,"0,83",09-10-2025,09-10-2025,9,,,
S - 86535,341060012173118,USD,"576,94",09-10-2025,09-10-2025,9,,,
S - 1224989,695100789376686,USD,"512,80",09-10-2025,09-10-2025,9,,,
S - 1225013,338540505728781,USD,"71,76",09-10-2025,09-10-2025,9,,,
1,318423827832933,USD,"114,71",09-10-2025,09-10-2025,9,,,
S - 313,2441155466076269,USD,"450,58",09-10-2025,09-10-2025,9,,,
S - 308,1332128754157041,USD,"82,88",09-10-2025,09-10-2025,9,,,
S - 306,340200765533540,USD,"59,53",09-10-2025,09-10-2025,9,,,
S - 302,340635725409310,USD,"19,01",09-10-2025,09-10-2025,9,,,
S - 1234,1154068288896680,USD,"95,42",09-10-2025,09-10-2025,9,,,
TL 235,1525561871617371,USD,"66,04",09-10-2025,09-10-2025,9,,,
S-092,251747947806551,USD,"161,13",09-10-2025,09-10-2025,9,,,
S-092,1430635654207313,USD,"515,49",09-10-2025,09-10-2025,9,,,
S-092,723248649745722,USD,"29,54",09-10-2025,09-10-2025,9,,,
S - 577 hold,344901558302378,USD,"0,36",09-10-2025,09-10-2025,9,,,
ACC TL VIP,1059850581731793,USD,"26,42",09-10-2025,09-10-2025,9,,,
SD Agency - 48990,751148066885334,USD,"5,93",09-10-2025,09-10-2025,9,,,
SD Agency - 20446,6996399367102255,USD,"230,50",09-10-2025,09-10-2025,9,,,
SD Agency - 20452,2390799841117964,USD,"49,56",09-10-2025,09-10-2025,9,,,
S - 456140,1571278743630705,USD,"15,19",09-10-2025,09-10-2025,9,,,
S - 15116,1379551479397492,USD,"339,69",09-10-2025,09-10-2025,9,,,
924795515661813,924795515661813,USD,"125,03",09-10-2025,09-10-2025,9,,,
854201073071291,854201073071291,USD,"294,85",09-10-2025,09-10-2025,9,,,
S - 61242,923412969130120,USD,"0,03",09-10-2025,09-10-2025,9,,,
S - 43232,357674580303470,USD,"87,47",09-10-2025,09-10-2025,9,,,
1028129641631391,1028129641631391,USD,"151,87",09-10-2025,09-10-2025,9,,,
S-1877,909421383931877,USD,"1.687,37",09-10-2025,09-10-2025,9,,,
S - 52649,775985824352649,USD,"91,80",09-10-2025,09-10-2025,9,,,
S-888530582918015,888530582918015,USD,"193,29",09-10-2025,09-10-2025,9,,,
S-855575009693751,855575009693751,USD,"170,21",09-10-2025,09-10-2025,9,,,
S-1633273780813849,1633273780813849,USD,"42,16",09-10-2025,09-10-2025,9,,,
S-3170637039747831,3170637039747831,USD,"334,52",09-10-2025,09-10-2025,9,,,
S-1405752270149758,1405752270149758,USD,"2,79",09-10-2025,09-10-2025,9,,,
S-218630931298819,218630931298819,USD,"116,63",09-10-2025,09-10-2025,9,,,
S - 123,1051136232804850,USD,"181,33",09-10-2025,09-10-2025,9,,,
S - 123,386216643951009,USD,"28,20",09-10-2025,09-10-2025,9,,,
S-908077527494339,908077527494339,USD,"70,41",09-10-2025,09-10-2025,9,,,
S-389623103452401,389623103452401,USD,"93,88",09-10-2025,09-10-2025,9,,,
S-757283362582323,757283362582323,USD,"235,35",09-10-2025,09-10-2025,9,,,
S - xmyx,223424660810349,USD,"291,24",09-10-2025,09-10-2025,9,,,
S - 123213126,940130380861313,USD,"103,58",09-10-2025,09-10-2025,9,,,
S - 123213131,707385968032949,USD,"33,14",09-10-2025,09-10-2025,9,,,
S - 123123,1087768272407488,USD,"3,06",09-10-2025,09-10-2025,9,,,
S - 123,1373966120180627,USD,"34,62",09-10-2025,09-10-2025,9,,,
S - 123,742931940677505,USD,"26,65",09-10-2025,09-10-2025,9,,,
S-7348,1413479899377348,USD,"105,73",09-10-2025,09-10-2025,9,,,
S-6750,329484699906750,USD,"133,08",09-10-2025,09-10-2025,9,,,
S-3067,2013000395753067,USD,"231,41",09-10-2025,09-10-2025,9,,,
1526447304862410,1526447304862410,USD,"471,68",09-10-2025,09-10-2025,9,,,
Valorie 4 20/5 5,376996951515732,USD,"452,57",09-10-2025,09-10-2025,9,,,
back 12,209813418865335,USD,"0,25",09-10-2025,09-10-2025,9,,,
Vip 5 19.8 1,345448905048652,USD,"110,38",09-10-2025,09-10-2025,9,,,
Valorie 10 6,1035936230855988,USD,"1,22",09-10-2025,09-10-2025,9,,,
Kost 23.7 5,729307752457023,USD,"108,78",09-10-2025,09-10-2025,9,,,
lele294,1529851271139437,USD,"64,56",09-10-2025,09-10-2025,9,,,
lele294,1371978970125461,USD,"224,46",09-10-2025,09-10-2025,9,,,
BAOANH10acc 6,705467771652477,USD,"408,40",09-10-2025,09-10-2025,9,,,
115,1297223188427401,USD,"51,75",09-10-2025,09-10-2025,9,,,
S - 5433,1023887252834529,USD,"58,18",09-10-2025,09-10-2025,9,,,
S - 72622,1383224982971858,USD,"72,81",09-10-2025,09-10-2025,9,,,
11,631980535831261,USD,"38,55",09-10-2025,09-10-2025,9,,,
S - 57840,749370620860469,USD,"45,17",09-10-2025,09-10-2025,9,,,
abc,1404274404113524,USD,"90,13",09-10-2025,09-10-2025,9,,,
n1,654498294275536,USD,"123,33",09-10-2025,09-10-2025,9,,,
az,2264608320706977,USD,"5,96",09-10-2025,09-10-2025,9,,,
ax,1222068662483460,USD,"404,59",09-10-2025,09-10-2025,9,,,
S-6309,1701245550506309,USD,"2,07",09-10-2025,09-10-2025,9,,,
S-748034201032697,748034201032697,USD,"19,61",09-10-2025,09-10-2025,9,,,
S-1145685890780056,1145685890780056,USD,"106,28",09-10-2025,09-10-2025,9,,,
haz11 5,1249045690066551,USD,"384,76",09-10-2025,09-10-2025,9,,,
S - 6743,1269181124914700,USD,"115,74",09-10-2025,09-10-2025,9,,,
S - 123123,744646234795894,USD,"51,25",09-10-2025,09-10-2025,9,,,
RoiBogdan 61 2,1507182093992139,USD,"5,48",09-10-2025,09-10-2025,9,,,
S - 33738,1894050628015751,USD,"55,93",09-10-2025,09-10-2025,9,,,
1757281991549636,1757281991549636,USD,"18,23",09-10-2025,09-10-2025,9,,,
1460043202115832,1460043202115832,USD,"26,34",09-10-2025,09-10-2025,9,,,
S - 16066,3973901746179927,USD,"64,97",09-10-2025,09-10-2025,9,,,
S - 123136,1384958792769422,USD,"37,57",09-10-2025,09-10-2025,9,,,
S - 123140,1225752602064713,USD,"39,20",09-10-2025,09-10-2025,9,,,
n2,590177964133635,USD,"41,33",09-10-2025,09-10-2025,9,,,
ab,1218277939544129,USD,"10,22",09-10-2025,09-10-2025,9,,,
zz,2115375962272475,USD,"326,30",09-10-2025,09-10-2025,9,,,
1,2653637904975250,USD,"203,90",09-10-2025,09-10-2025,9,,,
1,555098370874289,PHP,"258,08",09-10-2025,09-10-2025,9,,,
zz,1063031385807624,USD,"46,05",09-10-2025,09-10-2025,9,,,
S - 41351242,1631717550826203,USD,"657,21",09-10-2025,09-10-2025,9,,,
SD Agency - 16603,1968570120636505,USD,"63,80",09-10-2025,09-10-2025,9,,,
S - 16593,1362873674783296,USD,"160,32",09-10-2025,09-10-2025,9,,,
dddd,1917457769057235,USD,"413,38",09-10-2025,09-10-2025,9,,,
ggdfg,1083632067005691,USD,"138,96",09-10-2025,09-10-2025,9,,,
SD Agency - 16133,709037058585226,USD,"67,72",09-10-2025,09-10-2025,9,,,
S-580390001784323,580390001784323,USD,"79,46",09-10-2025,09-10-2025,9,,,
S-8690399194418562,8690399194418562,USD,"15,79",09-10-2025,09-10-2025,9,,,
S-1263347205141843,1263347205141843,USD,"12,04",09-10-2025,09-10-2025,9,,,
HT 169,2050043075350056,USD,"134,14",09-10-2025,09-10-2025,9,,,
S - 4679,3625399007778471,USD,"119,17",09-10-2025,09-10-2025,9,,,
S - 4683,3545349569048501,USD,"16,18",09-10-2025,09-10-2025,9,,,
S - 4695,1465610521019420,USD,"7,70",09-10-2025,09-10-2025,9,,,
S - 4561240,1160843148830697,USD,"1,35",09-10-2025,09-10-2025,9,,,
S - 41351245,1060835449324427,USD,"349,24",09-10-2025,09-10-2025,9,,,
SD Agency - 16605,1398793428031607,USD,"102,29",09-10-2025,09-10-2025,9,,,
SD Agency - 16587,1341043756992817,USD,"313,73",09-10-2025,09-10-2025,9,,,
SD Agency - 16604,1901767160583182,USD,"147,41",09-10-2025,09-10-2025,9,,,
S - 16595,1703417220294109,USD,"21,77",09-10-2025,09-10-2025,9,,,
dddd,1448292832829211,USD,"68,38",09-10-2025,09-10-2025,9,,,
SD Agency - 16110,1064754298112090,USD,"145,55",09-10-2025,09-10-2025,9,,,
S - 29018,746219824047661,USD,"144,00",09-10-2025,09-10-2025,9,,,
cấm dúng kẹt BM cũ,308898564852255,USD,"64,80",09-10-2025,09-10-2025,9,,,
S - 4682,172201442650737,USD,"11,31",09-10-2025,09-10-2025,9,,,
76,1054117153364518,USD,"76,28",09-10-2025,09-10-2025,9,,,
S - 75383,1251841123247794,USD,"214,43",09-10-2025,09-10-2025,9,,,
S - 292882,4148251472084343,USD,"1.069,10",09-10-2025,09-10-2025,9,,,
S - Je 0,2103636040105604,USD,"0,14",09-10-2025,09-10-2025,9,,,
bao anh,1438721550475636,USD,"371,59",09-10-2025,09-10-2025,9,,,
K - 4444,1263779702085932,USD,"0,01",09-10-2025,09-10-2025,9,,,
SD Agency - 30862,1867895663973429,USD,"40,32",09-10-2025,09-10-2025,9,,,
S -01872,729213753165976,USD,"78,41",09-10-2025,09-10-2025,9,,,
S - Je 1,3844543442345546,USD,"0,51",09-10-2025,09-10-2025,9,,,
1406407897074371 bill đỏ,1406407897074371,USD,"256,32",09-10-2025,09-10-2025,9,,,
usd 3,732294229285506,USD,"85,73",09-10-2025,09-10-2025,9,,,
S-2247,1202952958182247,USD,"208,61",09-10-2025,09-10-2025,9,,,
S - 38389,1875294379994733,USD,"48,33",09-10-2025,09-10-2025,9,,,
usd 2,1231371634963035,USD,"160,88",09-10-2025,09-10-2025,9,,,
usd 6,710094981912700,USD,"248,58",09-10-2025,09-10-2025,9,,,
S - 16161,631419926629177,USD,"24,97",09-10-2025,09-10-2025,9,,,
S - 16163,1786718118922083,USD,"172,52",09-10-2025,09-10-2025,9,,,
S - 16165,739325205119512,USD,"133,56",09-10-2025,09-10-2025,9,,,
S - 16167,1168035255089526,USD,"16,54",09-10-2025,09-10-2025,9,,,
usd 1,1220681902680707,USD,"15,20",09-10-2025,09-10-2025,9,,,
vcxvcx,709481075301957,USD,"635,79",09-10-2025,09-10-2025,9,,,
1424969091875365,1424969091875365,USD,"71,36",09-10-2025,09-10-2025,9,,,
501955559648136,501955559648136,USD,"405,92",09-10-2025,09-10-2025,9,,,
VI36,544338631978475,USD,"0,76",09-10-2025,09-10-2025,9,,,
S - 21111,1251999530044079,USD,"41,87",09-10-2025,09-10-2025,9,,,
S - 81111,654449240951981,USD,"9,82",09-10-2025,09-10-2025,9,,,
S-2689,2256580401442689,USD,"5,85",09-10-2025,09-10-2025,9,,,
S-5757,1018744457085757,USD,"37,55",09-10-2025,09-10-2025,9,,,
S - 28390,1372380773838212,USD,"25,49",09-10-2025,09-10-2025,9,,,
S - 39839,1846749569220946,USD,"81,12",09-10-2025,09-10-2025,9,,,
usd 1,2438045063248802,USD,"19,87",09-10-2025,09-10-2025,9,,,
S - 16162,2185211131989108,USD,"310,59",09-10-2025,09-10-2025,9,,,
S - 16166,3056412311185646,USD,"18,53",09-10-2025,09-10-2025,9,,,
S - 021,1774242763969476,USD,"2,59",09-10-2025,09-10-2025,9,,,
VI30,4018282228413710,USD,"694,17",09-10-2025,09-10-2025,9,,,
S-1424462728695296,1424462728695296,USD,"19,91",09-10-2025,09-10-2025,9,,,
S-1488302865874223,1488302865874223,USD,"30,95",09-10-2025,09-10-2025,9,,,
S- 91111,1477501353600995,USD,"20,41",09-10-2025,09-10-2025,9,,,
S-1037224708528612,1037224708528612,USD,"18,60",09-10-2025,09-10-2025,9,,,
S - 1231233,1651288195575833,USD,"20,63",09-10-2025,09-10-2025,9,,,
S - 1231235,1290387199086656,USD,"28,50",09-10-2025,09-10-2025,9,,,
S - 1231243,583472528143972,USD,"15,83",09-10-2025,09-10-2025,9,,,
S-1787822572140732,1787822572140732,USD,"9,99",09-10-2025,09-10-2025,9,,,
S - 1231236,2195923027507016,USD,"556,68",09-10-2025,09-10-2025,9,,,
S - 1231248,1453620745834023,USD,"91,20",09-10-2025,09-10-2025,9,,,
S - 1231250,660457670355492,USD,"117,43",09-10-2025,09-10-2025,9,,,
S - 1232140,1169852647088653,USD,"31,35",09-10-2025,09-10-2025,9,,,
S - 1232150,387212813160275,USD,"30,44",09-10-2025,09-10-2025,9,,,
Long 1332,599458211360877,USD,"51,88",09-10-2025,09-10-2025,9,,,
S - 1291,263540122536941,USD,"60,69",09-10-2025,09-10-2025,9,,,
S-1234,612000820070397,USD,"31,81",09-10-2025,09-10-2025,9,,,
S-1234,307361118003061,USD,"90,60",09-10-2025,09-10-2025,9,,,
S - 6758,662979611373810,USD,"55,90",09-10-2025,09-10-2025,9,,,
S - 1151,2053293958163100,USD,"145,43",09-10-2025,09-10-2025,9,,,
S - 1232139,281591030675354,USD,"33,63",09-10-2025,09-10-2025,9,,,
S - 1232147,604172960851981,USD,"327,66",09-10-2025,09-10-2025,9,,,
S - 1232149,1312956299148025,USD,"5,66",09-10-2025,09-10-2025,9,,,
S-1234,464486695124822,USD,"2,77",09-10-2025,09-10-2025,9,,,
S-1234,345883423596170,USD,"1.994,46",09-10-2025,09-10-2025,9,,,
S-1234,1276087702876999,USD,"199,84",09-10-2025,09-10-2025,9,,,
S-1234,654185709047206,USD,"25,66",09-10-2025,09-10-2025,9,,,
S - 5437,1057625842487082,USD,"270,09",09-10-2025,09-10-2025,9,,,
SV6,1059295539699585,USD,"288,72",09-10-2025,09-10-2025,9,,,
SS,666082976481547,USD,"1.059,61",09-10-2025,09-10-2025,9,,,
SS 4,752628057310048,USD,"61,25",09-10-2025,09-10-2025,9,,,
S - 213,743738461686985,USD,"19,49",09-10-2025,09-10-2025,9,,,
S - 5433,1666983430689742,USD,"109,38",09-10-2025,09-10-2025,9,,,
S - 33838,1281406700245857,USD,"72,04",09-10-2025,09-10-2025,9,,,
S - 83932,1156265632932784,USD,"133,55",09-10-2025,09-10-2025,9,,,
SS 5,2702578736611537,USD,"111,72",09-10-2025,09-10-2025,9,,,
606377729447308,606377729447308,PKR,"1.715,43",09-10-2025,09-10-2025,9,,,
S - 15929,602294939588084,USD,"158,21",09-10-2025,09-10-2025,9,,,
S - 16432,2012058219326434,USD,"282,32",09-10-2025,09-10-2025,9,,,
S - 167288,9989308737861194,USD,"88,41",09-10-2025,09-10-2025,9,,,
S - 16209,1373662350380227,USD,"78,00",09-10-2025,09-10-2025,9,,,
S - 16123,1910967746389634,USD,"251,24",09-10-2025,09-10-2025,9,,,
S - 16529,1245548353322525,USD,"83,43",09-10-2025,09-10-2025,9,,,
S - 16098,659878763729812,USD,"221,82",09-10-2025,09-10-2025,9,,,
lele189,709078398616755,USD,"165,86",09-10-2025,09-10-2025,9,,,
lele189,4172719733006278,USD,"548,84",09-10-2025,09-10-2025,9,,,
715659111281305,715659111281305,USD,"78,14",09-10-2025,09-10-2025,9,,,
1863035207895642,1863035207895642,USD,"41,36",09-10-2025,09-10-2025,9,,,
769216872430342,769216872430342,USD,"104,41",09-10-2025,09-10-2025,9,,,
748273827789353,748273827789353,USD,"63,77",09-10-2025,09-10-2025,9,,,
1242291140905301,1242291140905301,USD,"190,78",09-10-2025,09-10-2025,9,,,
1776,696603416529620,USD,"0,03",09-10-2025,09-10-2025,9,,,
990,611076434920251,USD,"57,50",09-10-2025,09-10-2025,9,,,
983,1257681705955761,USD,"698,63",09-10-2025,09-10-2025,9,,,
S - 981,2774557302740386,USD,"646,64",09-10-2025,09-10-2025,9,,,
S - 980,1030609702490564,USD,"396,53",09-10-2025,09-10-2025,9,,,
S - 979,2206895403090890,USD,"469,28",09-10-2025,09-10-2025,9,,,
S-1234,1114599730663264,USD,"2,36",09-10-2025,09-10-2025,9,,,
965,740406002277055,USD,"129,57",09-10-2025,09-10-2025,9,,,
962,745589967833768,USD,"57,17",09-10-2025,09-10-2025,9,,,
961,1079780646835574,USD,"72,83",09-10-2025,09-10-2025,9,,,
960,1087334213371853,USD,"59,38",09-10-2025,09-10-2025,9,,,
959,1075926410605705,USD,"53,00",09-10-2025,09-10-2025,9,,,
807,1243948573897423,USD,"125,36",09-10-2025,09-10-2025,9,,,
805,2991567374336096,USD,"112,12",09-10-2025,09-10-2025,9,,,
W2,10040527282690952,USD,"30,78",09-10-2025,09-10-2025,9,,,
790,1388161722417116,USD,"643,97",09-10-2025,09-10-2025,9,,,
789,1805687393659199,USD,"731,03",09-10-2025,09-10-2025,9,,,
W1,736685886189292,USD,"48,27",09-10-2025,09-10-2025,9,,,
787,9622284294542800,USD,"34,40",09-10-2025,09-10-2025,9,,,
786,3217784358385328,USD,"237,14",09-10-2025,09-10-2025,9,,,
782,1424897845297841,USD,"364,88",09-10-2025,09-10-2025,9,,,
S - 45132465,743768938194717,USD,"1.357,38",09-10-2025,09-10-2025,9,,,
S - 45132466,1274258910797629,USD,"30,22",09-10-2025,09-10-2025,9,,,
S - 45132467,1682068575814570,USD,"442,76",09-10-2025,09-10-2025,9,,,
S - 45132468,1061099845662637,USD,"725,47",09-10-2025,09-10-2025,9,,,
S - 45132469,508660685639088,USD,"61,60",09-10-2025,09-10-2025,9,,,
S - 45132470,23964050616619069,USD,"56,17",09-10-2025,09-10-2025,9,,,
S - 45132471,935669792018568,USD,"67,65",09-10-2025,09-10-2025,9,,,
S - 45132472,1817911195423363,USD,"76,06",09-10-2025,09-10-2025,9,,,
S - 45132473,1065850001808891,USD,"130,56",09-10-2025,09-10-2025,9,,,
S - 45132474,9756311244473809,USD,"143,91",09-10-2025,09-10-2025,9,,,
S - 45132475,1152502450254161,USD,"128,69",09-10-2025,09-10-2025,9,,,
S - 45132482,630956186168050,USD,"830,93",09-10-2025,09-10-2025,9,,,
S - 45132483,1559342358784798,USD,"69,33",09-10-2025,09-10-2025,9,,,
S - 45132484,1454016012152777,USD,"186,53",09-10-2025,09-10-2025,9,,,
S-1868907337226249,1868907337226249,USD,"796,30",09-10-2025,09-10-2025,9,,,
S-689374844098243,689374844098243,USD,"535,71",09-10-2025,09-10-2025,9,,,
S-1724711741746554,1724711741746554,USD,"709,06",09-10-2025,09-10-2025,9,,,
RoiBogdan 53 2.10 1,729658503441611,USD,"75,82",09-10-2025,09-10-2025,9,,,
RoiBogdan 8 3.10 1,1458717505215932,USD,"30,94",09-10-2025,09-10-2025,9,,,
GOODADS 1033 1572,2013999796005369,USD,"33,75",09-10-2025,09-10-2025,9,,,
GOODADS 1033 1571,3682849015352033,USD,"10,30",09-10-2025,09-10-2025,9,,,
GOODADS 1033 1570,1518477529588875,USD,"65,94",09-10-2025,09-10-2025,9,,,
GOODADS 1033 1569,1287653652624650,USD,"38,31",09-10-2025,09-10-2025,9,,,
GOODADS 1033 1568,1160849079314137,USD,"43,74",09-10-2025,09-10-2025,9,,,
GOODADS 1033 1567,804051865493471,USD,"30,32",09-10-2025,09-10-2025,9,,,
GOODADS 1033 1566,1983349899144563,USD,"10,76",09-10-2025,09-10-2025,9,,,
GOODADS 1033 1565,752947284175951,USD,"60,70",09-10-2025,09-10-2025,9,,,
GOODADS 1033 1561,1274766000643740,USD,"6,07",09-10-2025,09-10-2025,9,,,
S-1234,1937903690383350,USD,"17,98",09-10-2025,09-10-2025,9,,,
S-1234,1301067374346575,USD,"6,20",09-10-2025,09-10-2025,9,,,
S-1234,1525941748716735,USD,"25,81",09-10-2025,09-10-2025,9,,,
S-1234,2194893174355758,USD,"12,48",09-10-2025,09-10-2025,9,,,
S-1234,785055094480520,USD,"106,72",09-10-2025,09-10-2025,9,,,
S-1234,1028641039246921,USD,"285,03",09-10-2025,09-10-2025,9,,,
S-1234,810311038116485,USD,"560,17",09-10-2025,09-10-2025,9,,,
S - 16901,2648327985357704,USD,"35,82",09-10-2025,09-10-2025,9,,,
S - 16906,584855467954334,USD,"29,15",09-10-2025,09-10-2025,9,,,
S - 16907,1958711418248143,USD,"10,70",09-10-2025,09-10-2025,9,,,
S - 16909,2258729117912286,USD,"22,69",09-10-2025,09-10-2025,9,,,
GOODADS 1033 1506,760317206804126,USD,"166,69",09-10-2025,09-10-2025,9,,,
GOODADS 1033 1504,1102291661986511,USD,"132,44",09-10-2025,09-10-2025,9,,,
GOODADS 1033 1503,3723037661334142,USD,"167,59",09-10-2025,09-10-2025,9,,,
GOODADS 1033 1501,1971441926729384,USD,"229,35",09-10-2025,09-10-2025,9,,,
GOODADS 1033 105,4166754586940671,USD,"28,12",09-10-2025,09-10-2025,9,,,
