name_acc,id_acc,currency_acc,spend,date1,date2,day,note,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
S - 312312421,2458151401185515,USD,274.27,17-10-2025,17-10-2025,17,,,,,,,,
S - 312312422,1335320950891733,USD,145.89,17-10-2025,17-10-2025,17,,,,,,,,
S - 312312425,930239235845886,USD,174.96,17-10-2025,17-10-2025,17,,,,,,,,
S - 312312427,1226658248926167,USD,28.56,17-10-2025,17-10-2025,17,,,,,,,,
S - 312312428,4111078815883842,USD,41.63,17-10-2025,17-10-2025,17,,,,,,,,
S - 312312429,701896829225519,USD,105.34,17-10-2025,17-10-2025,17,,,,,,,,
73,1239116914335395,USD,666.9,17-10-2025,17-10-2025,17,,,,,,,,
Tawo 4.10 1,760447063404692,USD,55.17,17-10-2025,17-10-2025,17,,,,,,,,
Tawo 4.10 2,785947680510577,USD,14.81,17-10-2025,17-10-2025,17,,,,,,,,
Tawo 4.10 4,2220291625083193,USD,65.12,17-10-2025,17-10-2025,17,,,,,,,,
24,1914008866040580,USD,42.71,17-10-2025,17-10-2025,17,,,,,,,,
67,23977079655261291,USD,210.45,17-10-2025,17-10-2025,17,,,,,,,,
62,611958325238410,USD,139.28,17-10-2025,17-10-2025,17,,,,,,,,
61,627089830343517,USD,0.02,17-10-2025,17-10-2025,17,,,,,,,,
51,1760427561214892,USD,59.09,17-10-2025,17-10-2025,17,,,,,,,,
117,523689094160705,USD,96.89,17-10-2025,17-10-2025,17,,,,,,,,
93,1236032828185696,USD,215.64,17-10-2025,17-10-2025,17,,,,,,,,
Visa · 4819,613776341254924,VND,55.29,17-10-2025,17-10-2025,17,,,,,,,,
Visa · 4819,495713926610818,VND,62.37,17-10-2025,17-10-2025,17,,,,,,,,
678,773848035235961,USD,101.69,17-10-2025,17-10-2025,17,,,,,,,,
673,1199780061912438,USD,38.63,17-10-2025,17-10-2025,17,,,,,,,,
671,783247137401389,USD,313.22,17-10-2025,17-10-2025,17,,,,,,,,
669,751059777714591,USD,310.15,17-10-2025,17-10-2025,17,,,,,,,,
668,1572181460418034,USD,20.58,17-10-2025,17-10-2025,17,,,,,,,,
662,1300459205079640,USD,313.54,17-10-2025,17-10-2025,17,,,,,,,,
559,1957636335025010,USD,0.08,17-10-2025,17-10-2025,17,,,,,,,,
695,1146578980617352,USD,18.62,17-10-2025,17-10-2025,17,,,,,,,,
686,1306271390908227,USD,66.92,17-10-2025,17-10-2025,17,,,,,,,,
681,772604145716483,USD,0.99,17-10-2025,17-10-2025,17,,,,,,,,
735,762364723320072,USD,253.95,17-10-2025,17-10-2025,17,,,,,,,,
721,1087293386948034,USD,9.99,17-10-2025,17-10-2025,17,,,,,,,,
720,2023950501474470,USD,10.43,17-10-2025,17-10-2025,17,,,,,,,,
773,785705027300459,USD,105.79,17-10-2025,17-10-2025,17,,,,,,,,
772,1490652745291309,USD,72.08,17-10-2025,17-10-2025,17,,,,,,,,
766,1294212704901372,USD,230.38,17-10-2025,17-10-2025,17,,,,,,,,
765,1272886910702655,USD,298.79,17-10-2025,17-10-2025,17,,,,,,,,
764,1294677624838956,USD,22.78,17-10-2025,17-10-2025,17,,,,,,,,
760,786081187283754,USD,5.52,17-10-2025,17-10-2025,17,,,,,,,,
S - 16956,772342728533875,USD,93.29,17-10-2025,17-10-2025,17,,,,,,,,
SD Agency - 53490,1107820704188326,USD,87.59,17-10-2025,17-10-2025,17,,,,,,,,
S - 53497,649653464832389,USD,66.18,17-10-2025,17-10-2025,17,,,,,,,,
SD Agency - 53500,1530654568350171,USD,61.11,17-10-2025,17-10-2025,17,,,,,,,,
S - 53503,1144896214227747,USD,7.94,17-10-2025,17-10-2025,17,,,,,,,,
545,1842874256633667,USD,76.57,17-10-2025,17-10-2025,17,,,,,,,,
541,1469563911137841,USD,72.97,17-10-2025,17-10-2025,17,,,,,,,,
540,807833961908471,USD,77.89,17-10-2025,17-10-2025,17,,,,,,,,
lele1610,1765665500722010,USD,14.34,17-10-2025,17-10-2025,17,,,,,,,,
520,1342574004207734,USD,253.56,17-10-2025,17-10-2025,17,,,,,,,,
519,3076968222454598,USD,9.74,17-10-2025,17-10-2025,17,,,,,,,,
791,769757605784544,USD,392.44,17-10-2025,17-10-2025,17,,,,,,,,
789,1431949607922041,USD,111.02,17-10-2025,17-10-2025,17,,,,,,,,
777,1655244598480215,USD,215.0,17-10-2025,17-10-2025,17,,,,,,,,
558,756252003683082,USD,52.2,17-10-2025,17-10-2025,17,,,,,,,,
SD Agency - 72595,2044350922767044,USD,77.32,17-10-2025,17-10-2025,17,,,,,,,,
SD Agency - 72596,707012459025542,USD,36.08,17-10-2025,17-10-2025,17,,,,,,,,
SD Agency - 72597,1949650742540025,USD,41.65,17-10-2025,17-10-2025,17,,,,,,,,
SD Agency - 72598,1889585061909511,USD,47.28,17-10-2025,17-10-2025,17,,,,,,,,
SD Agency - 72599,739198415612938,USD,40.04,17-10-2025,17-10-2025,17,,,,,,,,
S - 83903,782808991579718,USD,85.07,17-10-2025,17-10-2025,17,,,,,,,,
410,2176698099515747,USD,201.04,17-10-2025,17-10-2025,17,,,,,,,,
276,712902441458635,USD,0.22,17-10-2025,17-10-2025,17,,,,,,,,
275,1216914253563999,USD,75.69,17-10-2025,17-10-2025,17,,,,,,,,
273,1746910166250443,USD,92.3,17-10-2025,17-10-2025,17,,,,,,,,
298,696026843329980,USD,57.67,17-10-2025,17-10-2025,17,,,,,,,,
295,710792408230599,USD,22.41,17-10-2025,17-10-2025,17,,,,,,,,
294,10071793599571540,USD,63.69,17-10-2025,17-10-2025,17,,,,,,,,
286,575071542096663,USD,67.03,17-10-2025,17-10-2025,17,,,,,,,,
285,1023063902928880,USD,141.92,17-10-2025,17-10-2025,17,,,,,,,,
284,657482970678163,USD,48.57,17-10-2025,17-10-2025,17,,,,,,,,
283,608161888987494,USD,103.09,17-10-2025,17-10-2025,17,,,,,,,,
457,662696952926571,USD,36.27,17-10-2025,17-10-2025,17,,,,,,,,
449,799778739400859,USD,93.65,17-10-2025,17-10-2025,17,,,,,,,,
Valorie 7 7.10 2,1286568369545124,USD,23.25,17-10-2025,17-10-2025,17,,,,,,,,
371,1120557550045407,USD,51.74,17-10-2025,17-10-2025,17,,,,,,,,
330,1255670602574239,USD,17.75,17-10-2025,17-10-2025,17,,,,,,,,
316,1119578319981442,USD,13.79,17-10-2025,17-10-2025,17,,,,,,,,
315,2154009271740661,USD,17.1,17-10-2025,17-10-2025,17,,,,,,,,
313,644420318609721,USD,281.38,17-10-2025,17-10-2025,17,,,,,,,,
312,764582002895174,USD,196.16,17-10-2025,17-10-2025,17,,,,,,,,
311,1622109318466589,USD,240.88,17-10-2025,17-10-2025,17,,,,,,,,
308,617094498074918,USD,622.71,17-10-2025,17-10-2025,17,,,,,,,,
306,749988810922875,USD,36.05,17-10-2025,17-10-2025,17,,,,,,,,
305,1783976749155763,USD,260.08,17-10-2025,17-10-2025,17,,,,,,,,
301,713757618064861,USD,199.36,17-10-2025,17-10-2025,17,,,,,,,,
299,1060476172280193,USD,0.11,17-10-2025,17-10-2025,17,,,,,,,,
258,1455317059220167,USD,28.22,17-10-2025,17-10-2025,17,,,,,,,,
240,1772516466694311,USD,105.93,17-10-2025,17-10-2025,17,,,,,,,,
239,1110884924191055,USD,124.12,17-10-2025,17-10-2025,17,,,,,,,,
234,672029672507007,USD,465.41,17-10-2025,17-10-2025,17,,,,,,,,
232,1292987552541488,USD,40.86,17-10-2025,17-10-2025,17,,,,,,,,
230,2372449796473465,USD,608.31,17-10-2025,17-10-2025,17,,,,,,,,
226,1884951125604886,USD,38.23,17-10-2025,17-10-2025,17,,,,,,,,
S - 6581,1786917915510824,USD,348.65,17-10-2025,17-10-2025,17,,,,,,,,
S - 65712,1253921596234715,USD,1354.31,17-10-2025,17-10-2025,17,,,,,,,,
S - 6542,619438504508313,USD,562.97,17-10-2025,17-10-2025,17,,,,,,,,
S - 65322,1358103218591611,USD,619.35,17-10-2025,17-10-2025,17,,,,,,,,
TK 5,1233805651859326,USD,345.83,17-10-2025,17-10-2025,17,,,,,,,,
SV12,747737297722550,USD,24.35,17-10-2025,17-10-2025,17,,,,,,,,
PT -7 USD 599,1367733660968609,USD,385.59,17-10-2025,17-10-2025,17,,,,,,,,
PT -7 USD 598,1462168228147102,USD,148.93,17-10-2025,17-10-2025,17,,,,,,,,
s 596,1433184921200328,USD,324.36,17-10-2025,17-10-2025,17,,,,,,,,
s 591,596803126444471,USD,42.18,17-10-2025,17-10-2025,17,,,,,,,,
S-0867,728954063220867,USD,468.38,17-10-2025,17-10-2025,17,,,,,,,,
S-3527,750120647483527,USD,124.74,17-10-2025,17-10-2025,17,,,,,,,,
S-1859,1185632656661859,USD,94.43,17-10-2025,17-10-2025,17,,,,,,,,
S - 5433,1837017780501484,USD,82.17,17-10-2025,17-10-2025,17,,,,,,,,
PT -7 USD 506,1155589693276734,USD,18.85,17-10-2025,17-10-2025,17,,,,,,,,
PT -7 USD 496,652870417777793,USD,1.61,17-10-2025,17-10-2025,17,,,,,,,,
PT -7 USD 455,1082690200025503,USD,324.98,17-10-2025,17-10-2025,17,,,,,,,,
PT -7 USD 450,1260102765660855,USD,580.6,17-10-2025,17-10-2025,17,,,,,,,,
S-656911170703885,656911170703885,USD,34.48,17-10-2025,17-10-2025,17,,,,,,,,
S-757973846907378,757973846907378,USD,83.66,17-10-2025,17-10-2025,17,,,,,,,,
S-1384289579530106,1384289579530106,USD,19.06,17-10-2025,17-10-2025,17,,,,,,,,
S-1095477515780907,1095477515780907,USD,21.31,17-10-2025,17-10-2025,17,,,,,,,,
S-1748496445777006,1748496445777006,USD,1.75,17-10-2025,17-10-2025,17,,,,,,,,
S-1275672187564662,1275672187564662,USD,546.19,17-10-2025,17-10-2025,17,,,,,,,,
PT -7 USD 370,1797636211169626,USD,205.74,17-10-2025,17-10-2025,17,,,,,,,,
PT -7 USD 368,2530554897311239,USD,148.09,17-10-2025,17-10-2025,17,,,,,,,,
S-1234,730408886242744,USD,976.29,17-10-2025,17-10-2025,17,,,,,,,,
S-1234,2504343009926976,USD,751.77,17-10-2025,17-10-2025,17,,,,,,,,
S-1234,1923667671798779,USD,101.33,17-10-2025,17-10-2025,17,,,,,,,,
S-1234,709810488482007,USD,65.55,17-10-2025,17-10-2025,17,,,,,,,,
S-1234,3519946698141777,USD,57.14,17-10-2025,17-10-2025,17,,,,,,,,
S-1234,1232477351893131,USD,44.96,17-10-2025,17-10-2025,17,,,,,,,,
S-1234,760819166401970,USD,36.55,17-10-2025,17-10-2025,17,,,,,,,,
S-1234,1845180119363626,USD,19.39,17-10-2025,17-10-2025,17,,,,,,,,
PT -7 USD 349,2558014924573695,USD,78.8,17-10-2025,17-10-2025,17,,,,,,,,
PT -7 USD 347,1855008385346389,USD,87.32,17-10-2025,17-10-2025,17,,,,,,,,
PT -7 USD 344,3063515033815558,USD,35.94,17-10-2025,17-10-2025,17,,,,,,,,
S-1234,741197534961189,USD,493.72,17-10-2025,17-10-2025,17,,,,,,,,
S-1234,3946315332181382,USD,4.33,17-10-2025,17-10-2025,17,,,,,,,,
S-1234,1080080474186664,USD,147.72,17-10-2025,17-10-2025,17,,,,,,,,
s 302,24485117551094082,USD,204.87,17-10-2025,17-10-2025,17,,,,,,,,
s 301,3043011262529000,USD,1057.01,17-10-2025,17-10-2025,17,,,,,,,,
s 300,1432006157925680,USD,80.16,17-10-2025,17-10-2025,17,,,,,,,,
s 293,2561707164174687,USD,229.06,17-10-2025,17-10-2025,17,,,,,,,,
s 288,635579465531638,USD,7.24,17-10-2025,17-10-2025,17,,,,,,,,
s 282,1546475000070210,USD,60.33,17-10-2025,17-10-2025,17,,,,,,,,
s 281,1857213681515293,USD,28.24,17-10-2025,17-10-2025,17,,,,,,,,
s 277,708873495257855,USD,101.04,17-10-2025,17-10-2025,17,,,,,,,,
s 275,1091602186363716,USD,50.8,17-10-2025,17-10-2025,17,,,,,,,,
s 274,1420422012537073,USD,49.72,17-10-2025,17-10-2025,17,,,,,,,,
s 273,1393426218653762,USD,24.78,17-10-2025,17-10-2025,17,,,,,,,,
S-2222567941509955,2222567941509955,USD,57.43,17-10-2025,17-10-2025,17,,,,,,,,
S-4121820441382102,4121820441382102,USD,112.81,17-10-2025,17-10-2025,17,,,,,,,,
S - 23922,751151227408114,USD,199.08,17-10-2025,17-10-2025,17,,,,,,,,
S - 23723,1407528637154586,USD,545.41,17-10-2025,17-10-2025,17,,,,,,,,
S - 23522,2801156566746994,USD,107.07,17-10-2025,17-10-2025,17,,,,,,,,
S - 23222,1282180656839615,USD,234.9,17-10-2025,17-10-2025,17,,,,,,,,
S -47844,1074218894097823,USD,679.79,17-10-2025,17-10-2025,17,,,,,,,,
S - 22932,1222211486314486,USD,1073.43,17-10-2025,17-10-2025,17,,,,,,,,
SV23,1087638329965098,USD,553.26,17-10-2025,17-10-2025,17,,,,,,,,
PT -7 USD 213,1622572731746059,USD,159.71,17-10-2025,17-10-2025,17,,,,,,,,
PT -7 USD 210,602114312934359,USD,1323.92,17-10-2025,17-10-2025,17,,,,,,,,
PT -7 USD 208,1301739314625111,USD,1.0,17-10-2025,17-10-2025,17,,,,,,,,
s 196,1230246015488604,USD,16.85,17-10-2025,17-10-2025,17,,,,,,,,
s 192,624659500069784,USD,26.3,17-10-2025,17-10-2025,17,,,,,,,,
s 191,728980586734582,USD,25.46,17-10-2025,17-10-2025,17,,,,,,,,
PT -7 USD 177,1461200761719907,USD,133.72,17-10-2025,17-10-2025,17,,,,,,,,
PT -7 USD 176,4169708279979180,USD,100.39,17-10-2025,17-10-2025,17,,,,,,,,
PT -7 USD 175,1025824426369978,USD,63.33,17-10-2025,17-10-2025,17,,,,,,,,
PT -7 USD 173,966912425447623,USD,0.05,17-10-2025,17-10-2025,17,,,,,,,,
PT -7 USD 169,1216830543457642,USD,72.75,17-10-2025,17-10-2025,17,,,,,,,,
S - 16627,1789181878681224,USD,79.33,17-10-2025,17-10-2025,17,,,,,,,,
S - 16317,1183921960416506,USD,160.55,17-10-2025,17-10-2025,17,,,,,,,,
S - 15867,992538779481493,USD,123.15,17-10-2025,17-10-2025,17,,,,,,,,
lele98,1926265124837754,USD,168.46,17-10-2025,17-10-2025,17,,,,,,,,
lele98,1024443466526335,USD,11.29,17-10-2025,17-10-2025,17,,,,,,,,
lele98,752648820679002,USD,129.47,17-10-2025,17-10-2025,17,,,,,,,,
B - 11823,763547682684625,USD,27.29,17-10-2025,17-10-2025,17,,,,,,,,
B - 1172,1440590514027934,USD,115.09,17-10-2025,17-10-2025,17,,,,,,,,
B - 1162,1513679036670908,USD,34.73,17-10-2025,17-10-2025,17,,,,,,,,
S - 115,1240286147290669,USD,385.21,17-10-2025,17-10-2025,17,,,,,,,,
PT -7 USD 111,750111900873943,USD,461.05,17-10-2025,17-10-2025,17,,,,,,,,
S - 3224,2058207841371210,USD,130.66,17-10-2025,17-10-2025,17,,,,,,,,
PT -7 USD 81,669838022757863,USD,29.58,17-10-2025,17-10-2025,17,,,,,,,,
S - 80990,716889887355881,USD,14.73,17-10-2025,17-10-2025,17,,,,,,,,
SD Agency - 80992,1383243512725857,USD,7.76,17-10-2025,17-10-2025,17,,,,,,,,
SD Agency - 80993,1917715238966442,USD,61.05,17-10-2025,17-10-2025,17,,,,,,,,
SD Agency - 80994,717637157271829,USD,1.12,17-10-2025,17-10-2025,17,,,,,,,,
lele158,703581112669951,USD,218.5,17-10-2025,17-10-2025,17,,,,,,,,
lele138,1819311009004383,USD,282.7,17-10-2025,17-10-2025,17,,,,,,,,
lele138,747207504934963,USD,46.24,17-10-2025,17-10-2025,17,,,,,,,,
lele138,1700377850603554,USD,47.37,17-10-2025,17-10-2025,17,,,,,,,,
lele138,1089595846640291,USD,86.74,17-10-2025,17-10-2025,17,,,,,,,,
lele138,1838177820063223,USD,0.45,17-10-2025,17-10-2025,17,,,,,,,,
PB5,564479866745973,USD,6.37,17-10-2025,17-10-2025,17,,,,,,,,
1046,1792791994996738,USD,282.87,17-10-2025,17-10-2025,17,,,,,,,,
588119420830424,588119420830424,USD,31.89,17-10-2025,17-10-2025,17,,,,,,,,
1039,757825700048537,USD,32.48,17-10-2025,17-10-2025,17,,,,,,,,
S-1607775433223828,1607775433223828,USD,80.26,17-10-2025,17-10-2025,17,,,,,,,,
S-1354753932286748,1354753932286748,USD,70.29,17-10-2025,17-10-2025,17,,,,,,,,
S-2157587894758946,2157587894758946,USD,3.78,17-10-2025,17-10-2025,17,,,,,,,,
S-1409798706968233,1409798706968233,USD,21.41,17-10-2025,17-10-2025,17,,,,,,,,
S-754117006986551,754117006986551,USD,29.21,17-10-2025,17-10-2025,17,,,,,,,,
Visa · 4039,1160486082186455,VND,108.26,17-10-2025,17-10-2025,17,,,,,,,,
1018,591458687370751,USD,191.12,17-10-2025,17-10-2025,17,,,,,,,,
1016,2229336740837988,USD,168.7,17-10-2025,17-10-2025,17,,,,,,,,
1015,748655081452735,USD,157.59,17-10-2025,17-10-2025,17,,,,,,,,
1014,4091054244545385,USD,92.92,17-10-2025,17-10-2025,17,,,,,,,,
1013,1412669143368735,USD,210.84,17-10-2025,17-10-2025,17,,,,,,,,
1012,1459554705051839,USD,207.19,17-10-2025,17-10-2025,17,,,,,,,,
1011,1112061410792849,USD,86.87,17-10-2025,17-10-2025,17,,,,,,,,
1011,1139562524679653,USD,70.76,17-10-2025,17-10-2025,17,,,,,,,,
1006,1814116789450771,USD,218.68,17-10-2025,17-10-2025,17,,,,,,,,
1027,1414411559821307,USD,12.45,17-10-2025,17-10-2025,17,,,,,,,,
1026,1241993040464604,USD,319.9,17-10-2025,17-10-2025,17,,,,,,,,
1024,1454664725875689,USD,88.5,17-10-2025,17-10-2025,17,,,,,,,,
s-35720,767226205835720,USD,409.23,17-10-2025,17-10-2025,17,,,,,,,,
1003,734151869579729,USD,8.08,17-10-2025,17-10-2025,17,,,,,,,,
1001,726702473449562,USD,65.49,17-10-2025,17-10-2025,17,,,,,,,,
527,740435431662599,USD,40.02,17-10-2025,17-10-2025,17,,,,,,,,
524,1069325481809281,USD,117.42,17-10-2025,17-10-2025,17,,,,,,,,
907,1430416944836960,USD,30.29,17-10-2025,17-10-2025,17,,,,,,,,
906,2103549250132681,USD,64.17,17-10-2025,17-10-2025,17,,,,,,,,
905,1037011005263502,USD,279.99,17-10-2025,17-10-2025,17,,,,,,,,
898,742558155087041,USD,36.26,17-10-2025,17-10-2025,17,,,,,,,,
22,1596161784381589,USD,176.99,17-10-2025,17-10-2025,17,,,,,,,,
929,613600611398127,USD,64.92,17-10-2025,17-10-2025,17,,,,,,,,
924,1490907492072020,USD,129.2,17-10-2025,17-10-2025,17,,,,,,,,
923,2166327263795286,USD,156.58,17-10-2025,17-10-2025,17,,,,,,,,
922,1447364186293609,USD,127.03,17-10-2025,17-10-2025,17,,,,,,,,
921,627085940439243,USD,26.68,17-10-2025,17-10-2025,17,,,,,,,,
916,1081389217466537,USD,25.04,17-10-2025,17-10-2025,17,,,,,,,,
914,2760648794124988,USD,27.92,17-10-2025,17-10-2025,17,,,,,,,,
991,1683520768867416,USD,45.4,17-10-2025,17-10-2025,17,,,,,,,,
S - 16596,1292153565633485,USD,23.16,17-10-2025,17-10-2025,17,,,,,,,,
S - 16600,1769727813928492,USD,114.2,17-10-2025,17-10-2025,17,,,,,,,,
S - 16601,687390537600208,USD,276.73,17-10-2025,17-10-2025,17,,,,,,,,
S - 16605,721797543956584,USD,46.53,17-10-2025,17-10-2025,17,,,,,,,,
SD Agency - 16607,1265926818330447,USD,414.51,17-10-2025,17-10-2025,17,,,,,,,,
957,1487299859285073,USD,206.31,17-10-2025,17-10-2025,17,,,,,,,,
956,1064572489142131,USD,110.2,17-10-2025,17-10-2025,17,,,,,,,,
Roimed 18.7 18.9 1,748928291432137,USD,48.8,17-10-2025,17-10-2025,17,,,,,,,,
RoiBogdan 42 18.9 3,1454703899206582,USD,134.8,17-10-2025,17-10-2025,17,,,,,,,,
S - 38373,1676374863012636,USD,707.59,17-10-2025,17-10-2025,17,,,,,,,,
S - 98292,2139673433168116,USD,250.18,17-10-2025,17-10-2025,17,,,,,,,,
S - 38392,1462437168436505,USD,29.32,17-10-2025,17-10-2025,17,,,,,,,,
S - 38739,717640651182894,USD,27.15,17-10-2025,17-10-2025,17,,,,,,,,
970,1802543103995889,USD,150.96,17-10-2025,17-10-2025,17,,,,,,,,
982,1937114667121419,USD,165.85,17-10-2025,17-10-2025,17,,,,,,,,
979,2104115453406230,USD,89.49,17-10-2025,17-10-2025,17,,,,,,,,
12,1771956556687047,USD,82.77,17-10-2025,17-10-2025,17,,,,,,,,
11,659503503648934,USD,77.31,17-10-2025,17-10-2025,17,,,,,,,,
9,1750431219158723,USD,137.41,17-10-2025,17-10-2025,17,,,,,,,,
881,1267614418177232,USD,5.57,17-10-2025,17-10-2025,17,,,,,,,,
878,3152301494939239,USD,27.67,17-10-2025,17-10-2025,17,,,,,,,,
877,1075782767979532,USD,51.11,17-10-2025,17-10-2025,17,,,,,,,,
876,1015547710654900,USD,92.05,17-10-2025,17-10-2025,17,,,,,,,,
862,1751232589098971,USD,111.9,17-10-2025,17-10-2025,17,,,,,,,,
853,692200700536874,USD,82.89,17-10-2025,17-10-2025,17,,,,,,,,
849,606228935502723,USD,27.92,17-10-2025,17-10-2025,17,,,,,,,,
848,1444713103230125,USD,91.93,17-10-2025,17-10-2025,17,,,,,,,,
843,1296622585367445,USD,33.69,17-10-2025,17-10-2025,17,,,,,,,,
842,1054689466800821,USD,29.51,17-10-2025,17-10-2025,17,,,,,,,,
841,1829816807973364,USD,51.68,17-10-2025,17-10-2025,17,,,,,,,,
835,30410860065226615,USD,121.41,17-10-2025,17-10-2025,17,,,,,,,,
505,1618851762113020,USD,25.45,17-10-2025,17-10-2025,17,,,,,,,,
504,1709806469674912,USD,6.62,17-10-2025,17-10-2025,17,,,,,,,,
503,691184303753759,USD,171.27,17-10-2025,17-10-2025,17,,,,,,,,
S-1234,720040304344087,USD,73.35,17-10-2025,17-10-2025,17,,,,,,,,
S-1234,1249890093497381,USD,613.45,17-10-2025,17-10-2025,17,,,,,,,,
515,1021609830135869,USD,102.74,17-10-2025,17-10-2025,17,,,,,,,,
514,1716315675944097,USD,66.31,17-10-2025,17-10-2025,17,,,,,,,,
513,1795542014731783,USD,3.83,17-10-2025,17-10-2025,17,,,,,,,,
512,1003977658243879,USD,1.85,17-10-2025,17-10-2025,17,,,,,,,,
796,2041767076632012,USD,89.58,17-10-2025,17-10-2025,17,,,,,,,,
795,1133256775291579,USD,92.56,17-10-2025,17-10-2025,17,,,,,,,,
794,595714143332071,USD,126.9,17-10-2025,17-10-2025,17,,,,,,,,
790,623802967413830,USD,799.31,17-10-2025,17-10-2025,17,,,,,,,,
S - 16614,2650336951837986,USD,178.09,17-10-2025,17-10-2025,17,,,,,,,,
S - 16617,1421074825850058,USD,58.12,17-10-2025,17-10-2025,17,,,,,,,,
S - 16624,1075738984099895,USD,18.36,17-10-2025,17-10-2025,17,,,,,,,,
749,2161470217663264,USD,245.89,17-10-2025,17-10-2025,17,,,,,,,,
744,1411969283392345,USD,139.75,17-10-2025,17-10-2025,17,,,,,,,,
776,2145383602611394,USD,139.01,17-10-2025,17-10-2025,17,,,,,,,,
S - 77214,725831223578980,USD,210.62,17-10-2025,17-10-2025,17,,,,,,,,
S - 76227,1284283003364715,USD,1368.89,17-10-2025,17-10-2025,17,,,,,,,,
834,4059574890977451,USD,55.1,17-10-2025,17-10-2025,17,,,,,,,,
826,949548940629992,USD,63.14,17-10-2025,17-10-2025,17,,,,,,,,
824,4090127877969937,USD,22.89,17-10-2025,17-10-2025,17,,,,,,,,
821,750762151230975,USD,126.86,17-10-2025,17-10-2025,17,,,,,,,,
820,1550882049625848,USD,26.33,17-10-2025,17-10-2025,17,,,,,,,,
S - 1002,2732416973614542,USD,211.8,17-10-2025,17-10-2025,17,,,,,,,,
815,1320470562749467,USD,7.78,17-10-2025,17-10-2025,17,,,,,,,,
699,1227294922035363,USD,335.6,17-10-2025,17-10-2025,17,,,,,,,,
695,603588962481420,USD,103.07,17-10-2025,17-10-2025,17,,,,,,,,
691,656836314057925,USD,47.46,17-10-2025,17-10-2025,17,,,,,,,,
690,1387227869205249,USD,44.73,17-10-2025,17-10-2025,17,,,,,,,,
S - 50043,1236051094914349,USD,450.11,17-10-2025,17-10-2025,17,,,,,,,,
682,1908763646643096,USD,158.14,17-10-2025,17-10-2025,17,,,,,,,,
S-757226893317256,757226893317256,USD,123.6,17-10-2025,17-10-2025,17,,,,,,,,
S-1270304378045288,1270304378045288,USD,27.67,17-10-2025,17-10-2025,17,,,,,,,,
485,1862689831176244,USD,22.17,17-10-2025,17-10-2025,17,,,,,,,,
637,2500651626964412,USD,170.8,17-10-2025,17-10-2025,17,,,,,,,,
636,1689385971741961,USD,171.38,17-10-2025,17-10-2025,17,,,,,,,,
628,1116791590279120,USD,12.08,17-10-2025,17-10-2025,17,,,,,,,,
622,753095124047535,USD,98.56,17-10-2025,17-10-2025,17,,,,,,,,
S-1234,1098374745674239,USD,245.31,17-10-2025,17-10-2025,17,,,,,,,,
S-1234,1920086528844556,USD,1176.51,17-10-2025,17-10-2025,17,,,,,,,,
S-1234,744145368117351,USD,17.03,17-10-2025,17-10-2025,17,,,,,,,,
S-1234,589977360818256,USD,116.77,17-10-2025,17-10-2025,17,,,,,,,,
S-1234,758096713319368,USD,41.51,17-10-2025,17-10-2025,17,,,,,,,,
S-1234,2867542866762714,USD,1198.35,17-10-2025,17-10-2025,17,,,,,,,,
S-1234,1063799555192247,USD,64.79,17-10-2025,17-10-2025,17,,,,,,,,
S 314,2096987510791314,USD,115.17,17-10-2025,17-10-2025,17,,,,,,,,
647,2451827568511982,USD,51.99,17-10-2025,17-10-2025,17,,,,,,,,
646,1241310244212486,USD,43.99,17-10-2025,17-10-2025,17,,,,,,,,
645,23909563912030757,USD,19.17,17-10-2025,17-10-2025,17,,,,,,,,
642,1013549367607494,USD,145.85,17-10-2025,17-10-2025,17,,,,,,,,
S - 123123124,1219282589755586,USD,29.13,17-10-2025,17-10-2025,17,,,,,,,,
S - 123123125,1383405209363199,USD,29.48,17-10-2025,17-10-2025,17,,,,,,,,
S - 123123127,468423009660666,USD,345.62,17-10-2025,17-10-2025,17,,,,,,,,
S - 123123128,1758578828065304,USD,72.33,17-10-2025,17-10-2025,17,,,,,,,,
S - 123123132,1271545644588979,USD,43.88,17-10-2025,17-10-2025,17,,,,,,,,
S - 123123136,688666560831612,USD,83.8,17-10-2025,17-10-2025,17,,,,,,,,
S - 123123137,2465001023870387,USD,176.73,17-10-2025,17-10-2025,17,,,,,,,,
S - 123123139,2940414232832122,USD,64.71,17-10-2025,17-10-2025,17,,,,,,,,
S - 123123140,729094390058966,USD,74.67,17-10-2025,17-10-2025,17,,,,,,,,
S - 123123141,1238916997978087,USD,217.96,17-10-2025,17-10-2025,17,,,,,,,,
S - 123123142,708834272007560,USD,650.85,17-10-2025,17-10-2025,17,,,,,,,,
S - 123123143,1480452276297253,USD,12.98,17-10-2025,17-10-2025,17,,,,,,,,
S - 123123150,746598911103055,USD,0.14,17-10-2025,17-10-2025,17,,,,,,,,
S - 123123157,1092298346084041,USD,251.78,17-10-2025,17-10-2025,17,,,,,,,,
S - 16635,712877751628884,USD,33.46,17-10-2025,17-10-2025,17,,,,,,,,
S - 16637,713049364689580,USD,166.14,17-10-2025,17-10-2025,17,,,,,,,,
SD Agency - 16638,2193535671163150,USD,107.56,17-10-2025,17-10-2025,17,,,,,,,,
SD Agency - 16639,2440335089686209,USD,86.67,17-10-2025,17-10-2025,17,,,,,,,,
