name_acc,id_acc,currency_acc,spend,date1,date2,day,note,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
6,670215956126387,USD,71.8,07-10-2025,07-10-2025,7,,,,,,,,
6,659682930100544,USD,50.88,07-10-2025,07-10-2025,7,,,,,,,,
6,648886544610095,USD,178.7,07-10-2025,07-10-2025,7,,,,,,,,
6,654961033935897,USD,61.08,07-10-2025,07-10-2025,7,,,,,,,,
6,1921497701749944,USD,147.84,07-10-2025,07-10-2025,7,,,,,,,,
1089414293406064,1089414293406064,USD,88.76,07-10-2025,07-10-2025,7,,,,,,,,
6,1368531551945627,USD,565.51,07-10-2025,07-10-2025,7,,,,,,,,
6,1076007941282155,USD,188.89,07-10-2025,07-10-2025,7,,,,,,,,
6,1484486142868104,USD,100.14,07-10-2025,07-10-2025,7,,,,,,,,
6,802118259072557,USD,86.29,07-10-2025,07-10-2025,7,,,,,,,,
6,2323063664778946,USD,88.47,07-10-2025,07-10-2025,7,,,,,,,,
6,1780724262803218,USD,293.31,07-10-2025,07-10-2025,7,,,,,,,,
6,1779848269321920,USD,148.7,07-10-2025,07-10-2025,7,,,,,,,,
6,1464509078000931,USD,129.93,07-10-2025,07-10-2025,7,,,,,,,,
S-1234,660412957113819,USD,256.26,07-10-2025,07-10-2025,7,,,,,,,,
S-1234,798075963147500,USD,246.71,07-10-2025,07-10-2025,7,,,,,,,,
S-1234,1063419045656108,USD,42.52,07-10-2025,07-10-2025,7,,,,,,,,
S-1234,820559170544500,USD,373.32,07-10-2025,07-10-2025,7,,,,,,,,
S - 398290,722211627543384,USD,168.11,07-10-2025,07-10-2025,7,,,,,,,,
S - 39830,1289715502931522,USD,267.91,07-10-2025,07-10-2025,7,,,,,,,,
S - 38839,1131068138445923,USD,40.18,07-10-2025,07-10-2025,7,,,,,,,,
S- 38839,4361658797400201,USD,30.95,07-10-2025,07-10-2025,7,,,,,,,,
S - 39839,1743140629739021,USD,377.05,07-10-2025,07-10-2025,7,,,,,,,,
S - 8830,1966393510873519,USD,14.64,07-10-2025,07-10-2025,7,,,,,,,,
6,1125489175710614,USD,26.91,07-10-2025,07-10-2025,7,,,,,,,,
6,1826511434908027,USD,1187.89,07-10-2025,07-10-2025,7,,,,,,,,
6,1585089992666051,USD,219.71,07-10-2025,07-10-2025,7,,,,,,,,
6,1973895220039584,USD,158.62,07-10-2025,07-10-2025,7,,,,,,,,
6,731286213293977,USD,1826.74,07-10-2025,07-10-2025,7,,,,,,,,
6,3988352594632104,USD,432.69,07-10-2025,07-10-2025,7,,,,,,,,
6,1367062708758754,USD,203.19,07-10-2025,07-10-2025,7,,,,,,,,
S - 45612548649,2546907815671154,USD,305.81,07-10-2025,07-10-2025,7,,,,,,,,
S - 45612548654,727058890382818,USD,114.07,07-10-2025,07-10-2025,7,,,,,,,,
S - 45612548655,1311450857139389,USD,269.61,07-10-2025,07-10-2025,7,,,,,,,,
S - 45612548656,1057167089658333,USD,790.36,07-10-2025,07-10-2025,7,,,,,,,,
S - 45612548660,1584709352899366,USD,6.45,07-10-2025,07-10-2025,7,,,,,,,,
S - 45612548661,1467326091181330,USD,104.94,07-10-2025,07-10-2025,7,,,,,,,,
S - 45612548662,1362136162006115,USD,0.39,07-10-2025,07-10-2025,7,,,,,,,,
S - 45612548664,770497402270725,USD,178.29,07-10-2025,07-10-2025,7,,,,,,,,
S - 45612548665,1513040033380281,USD,61.46,07-10-2025,07-10-2025,7,,,,,,,,
a1,2014030676109171,USD,89.57,07-10-2025,07-10-2025,7,,,,,,,,
a2,1314554053673691,USD,8.63,07-10-2025,07-10-2025,7,,,,,,,,
S - 45612548672,1326588565522463,USD,59.14,07-10-2025,07-10-2025,7,,,,,,,,
S - 45612548679,1110241364589435,USD,3.0,07-10-2025,07-10-2025,7,,,,,,,,
6,828889529535948,USD,311.41,07-10-2025,07-10-2025,7,,,,,,,,
6,24356963683987170,USD,35.35,07-10-2025,07-10-2025,7,,,,,,,,
S - 16834,25418022101134016,USD,85.63,07-10-2025,07-10-2025,7,,,,,,,,
SD Agency - 16845,1155312686549010,USD,3.65,07-10-2025,07-10-2025,7,,,,,,,,
SD Agency - 16847,1497416878458350,USD,14.09,07-10-2025,07-10-2025,7,,,,,,,,
SD Agency - 16848,24462857040003571,USD,20.02,07-10-2025,07-10-2025,7,,,,,,,,
S - 16849,24865431306425641,USD,64.04,07-10-2025,07-10-2025,7,,,,,,,,
S - 54842,1299934814917574,USD,20.35,07-10-2025,07-10-2025,7,,,,,,,,
S - 54843,647393088420525,USD,43.24,07-10-2025,07-10-2025,7,,,,,,,,
6,791085750179998,USD,97.56,07-10-2025,07-10-2025,7,,,,,,,,
6,1495132891391224,USD,139.68,07-10-2025,07-10-2025,7,,,,,,,,
6,1759743507996253,USD,79.79,07-10-2025,07-10-2025,7,,,,,,,,
6,774366878849580,USD,69.47,07-10-2025,07-10-2025,7,,,,,,,,
6,828183319868343,USD,15.09,07-10-2025,07-10-2025,7,,,,,,,,
6,2392124011190971,USD,23.89,07-10-2025,07-10-2025,7,,,,,,,,
6,775415818575160,USD,97.28,07-10-2025,07-10-2025,7,,,,,,,,
6,1202578015010883,USD,114.87,07-10-2025,07-10-2025,7,,,,,,,,
6,764551489785625,USD,0.01,07-10-2025,07-10-2025,7,,,,,,,,
6,1547136443122866,USD,25.46,07-10-2025,07-10-2025,7,,,,,,,,
6,1307867340988428,USD,314.82,07-10-2025,07-10-2025,7,,,,,,,,
S - 25002711982678235,25002711982678235,USD,200.12,07-10-2025,07-10-2025,7,,,,,,,,
S-1097334159190565,1097334159190565,USD,25.92,07-10-2025,07-10-2025,7,,,,,,,,
S-792308637298938,792308637298938,USD,23.76,07-10-2025,07-10-2025,7,,,,,,,,
S-773888971912484,773888971912484,USD,30.89,07-10-2025,07-10-2025,7,,,,,,,,
S-2554125764968387,2554125764968387,USD,23.36,07-10-2025,07-10-2025,7,,,,,,,,
S-2823157501216415,2823157501216415,USD,85.51,07-10-2025,07-10-2025,7,,,,,,,,
S-1504697710981767,1504697710981767,USD,11.28,07-10-2025,07-10-2025,7,,,,,,,,
S-1234,1046180980781132,USD,243.63,07-10-2025,07-10-2025,7,,,,,,,,
S-1234,1992303787975477,USD,230.15,07-10-2025,07-10-2025,7,,,,,,,,
S-1234,1117640260474441,USD,112.71,07-10-2025,07-10-2025,7,,,,,,,,
S-1234,1456373292281071,USD,232.16,07-10-2025,07-10-2025,7,,,,,,,,
S-1234,2416191425443580,USD,301.55,07-10-2025,07-10-2025,7,,,,,,,,
S-1234,1418276490014127,USD,143.06,07-10-2025,07-10-2025,7,,,,,,,,
3,764814219866180,USD,109.21,07-10-2025,07-10-2025,7,,,,,,,,
3,1556885542344124,USD,40.61,07-10-2025,07-10-2025,7,,,,,,,,
3,2218915245286961,USD,678.53,07-10-2025,07-10-2025,7,,,,,,,,
S - 92892,1100236598962741,USD,188.39,07-10-2025,07-10-2025,7,,,,,,,,
S - 98322,825084676860664,USD,230.97,07-10-2025,07-10-2025,7,,,,,,,,
S -33892,1323729202731936,USD,14.7,07-10-2025,07-10-2025,7,,,,,,,,
S - 02830,1297095941902753,USD,131.05,07-10-2025,07-10-2025,7,,,,,,,,
S - 39839,1536036697558246,USD,69.6,07-10-2025,07-10-2025,7,,,,,,,,
S - 292892,2416657088730968,USD,107.32,07-10-2025,07-10-2025,7,,,,,,,,
S - 39893,1497233344821011,USD,166.67,07-10-2025,07-10-2025,7,,,,,,,,
3,690174020078745,USD,94.11,07-10-2025,07-10-2025,7,,,,,,,,
3,1509478220294104,USD,75.56,07-10-2025,07-10-2025,7,,,,,,,,
3,1327284962526236,USD,38.34,07-10-2025,07-10-2025,7,,,,,,,,
3,762778743321446,USD,4.0,07-10-2025,07-10-2025,7,,,,,,,,
3,691508347293261,USD,137.84,07-10-2025,07-10-2025,7,,,,,,,,
3,1509374516618187,USD,90.23,07-10-2025,07-10-2025,7,,,,,,,,
S - 388390,1419678939134830,USD,25.8,07-10-2025,07-10-2025,7,,,,,,,,
3,1038986148193889,USD,19.46,07-10-2025,07-10-2025,7,,,,,,,,
3,1941620103237700,USD,4.94,07-10-2025,07-10-2025,7,,,,,,,,
3,618180724566464,USD,27.07,07-10-2025,07-10-2025,7,,,,,,,,
3,772881362386263,USD,261.85,07-10-2025,07-10-2025,7,,,,,,,,
3,650123534815445,USD,2.59,07-10-2025,07-10-2025,7,,,,,,,,
3,1335772644845908,USD,1.27,07-10-2025,07-10-2025,7,,,,,,,,
3,1282409623161211,USD,34.34,07-10-2025,07-10-2025,7,,,,,,,,
S-1164153262439866,1164153262439866,USD,24.45,07-10-2025,07-10-2025,7,,,,,,,,
S-572146275988002,572146275988002,USD,104.8,07-10-2025,07-10-2025,7,,,,,,,,
S-1917104752193242,1917104752193242,USD,21.25,07-10-2025,07-10-2025,7,,,,,,,,
S-1362770115246409,1362770115246409,USD,13.27,07-10-2025,07-10-2025,7,,,,,,,,
S-2164107104115326,2164107104115326,USD,26.99,07-10-2025,07-10-2025,7,,,,,,,,
3,1302421440984273,USD,63.15,07-10-2025,07-10-2025,7,,,,,,,,
3,815859940992019,USD,108.51,07-10-2025,07-10-2025,7,,,,,,,,
3,827689123023518,USD,97.94,07-10-2025,07-10-2025,7,,,,,,,,
3,811578382033457,USD,215.7,07-10-2025,07-10-2025,7,,,,,,,,
3,1817566259185167,USD,1.22,07-10-2025,07-10-2025,7,,,,,,,,
3,1073012348184312,USD,57.53,07-10-2025,07-10-2025,7,,,,,,,,
3,650326988132091,USD,58.09,07-10-2025,07-10-2025,7,,,,,,,,
3,1135307461877628,USD,99.29,07-10-2025,07-10-2025,7,,,,,,,,
3,1220224953481567,USD,8.59,07-10-2025,07-10-2025,7,,,,,,,,
3,774278795311235,USD,27.4,07-10-2025,07-10-2025,7,,,,,,,,
3,794014116544115,USD,55.51,07-10-2025,07-10-2025,7,,,,,,,,
3,1308001080811945,USD,96.78,07-10-2025,07-10-2025,7,,,,,,,,
3,25361084870161087,USD,44.27,07-10-2025,07-10-2025,7,,,,,,,,
3,1368044044716655,USD,65.16,07-10-2025,07-10-2025,7,,,,,,,,
3,650645271454303,USD,204.51,07-10-2025,07-10-2025,7,,,,,,,,
3,3997466583852469,USD,146.68,07-10-2025,07-10-2025,7,,,,,,,,
3,1179193430705970,USD,203.75,07-10-2025,07-10-2025,7,,,,,,,,
3,808721705007011,USD,184.81,07-10-2025,07-10-2025,7,,,,,,,,
3,1171870751467255,USD,414.5,07-10-2025,07-10-2025,7,,,,,,,,
S - 7649,1353998429660124,USD,9.12,07-10-2025,07-10-2025,7,,,,,,,,
3,1671237896877886,USD,61.52,07-10-2025,07-10-2025,7,,,,,,,,
3,561485563692713,USD,1031.55,07-10-2025,07-10-2025,7,,,,,,,,
3,1434926104290725,USD,75.37,07-10-2025,07-10-2025,7,,,,,,,,
3,1146675847376117,USD,101.89,07-10-2025,07-10-2025,7,,,,,,,,
3,820182320405695,USD,100.79,07-10-2025,07-10-2025,7,,,,,,,,
3,812129918003946,USD,157.88,07-10-2025,07-10-2025,7,,,,,,,,
3,1538596227316957,USD,301.57,07-10-2025,07-10-2025,7,,,,,,,,
25,1454912212439609,USD,110.65,07-10-2025,07-10-2025,7,,,,,,,,
1,1385557406246988,USD,267.24,07-10-2025,07-10-2025,7,,,,,,,,
3,1443294896748312,USD,5.76,07-10-2025,07-10-2025,7,,,,,,,,
S - 123123124124,1310510234120941,USD,41.58,07-10-2025,07-10-2025,7,,,,,,,,
S - 123123124125,1821303138460930,USD,70.75,07-10-2025,07-10-2025,7,,,,,,,,
S - 123123124143,2072610886599782,USD,5.47,07-10-2025,07-10-2025,7,,,,,,,,
S - 38839,3672352429562002,USD,949.98,07-10-2025,07-10-2025,7,,,,,,,,
S - 39839,774659735209355,USD,619.18,07-10-2025,07-10-2025,7,,,,,,,,
S - 39830,1517496182767971,USD,1.93,07-10-2025,07-10-2025,7,,,,,,,,
3,2201042420395359,USD,110.4,07-10-2025,07-10-2025,7,,,,,,,,
3,1169557151751310,USD,22.22,07-10-2025,07-10-2025,7,,,,,,,,
3,3146751412157326,USD,204.08,07-10-2025,07-10-2025,7,,,,,,,,
3,653450347446798,USD,229.81,07-10-2025,07-10-2025,7,,,,,,,,
3,1130278465162541,USD,169.38,07-10-2025,07-10-2025,7,,,,,,,,
3,1430097798076823,USD,157.07,07-10-2025,07-10-2025,7,,,,,,,,
3,1165907618791187,USD,159.24,07-10-2025,07-10-2025,7,,,,,,,,
3,1196204712619329,USD,100.18,07-10-2025,07-10-2025,7,,,,,,,,
3,685910627855714,USD,96.29,07-10-2025,07-10-2025,7,,,,,,,,
3,1112466677533096,USD,38.58,07-10-2025,07-10-2025,7,,,,,,,,
K - 711,2150731762004781,USD,299.39,07-10-2025,07-10-2025,7,,,,,,,,
25,2250192715465106,USD,5.05,07-10-2025,07-10-2025,7,,,,,,,,
47,2193347551138884,USD,72.62,07-10-2025,07-10-2025,7,,,,,,,,
47,1303183701187423,USD,95.71,07-10-2025,07-10-2025,7,,,,,,,,
263,694441559615530,USD,25.92,07-10-2025,07-10-2025,7,,,,,,,,
96,954431430218733,USD,0.11,07-10-2025,07-10-2025,7,,,,,,,,
85,1193706872805012,USD,0.72,07-10-2025,07-10-2025,7,,,,,,,,
58,1125630879672569,USD,10.77,07-10-2025,07-10-2025,7,,,,,,,,
69,790815703549287,USD,3.7,07-10-2025,07-10-2025,7,,,,,,,,
78,1076116684604983,USD,12.16,07-10-2025,07-10-2025,7,,,,,,,,
78,1316621076801640,USD,23.29,07-10-2025,07-10-2025,7,,,,,,,,
78,668475502476513,USD,81.34,07-10-2025,07-10-2025,7,,,,,,,,
S - 16851,1246526324186655,USD,115.24,07-10-2025,07-10-2025,7,,,,,,,,
S - 16853,1334553404273150,USD,81.91,07-10-2025,07-10-2025,7,,,,,,,,
S - 16855,1286528316064906,USD,44.81,07-10-2025,07-10-2025,7,,,,,,,,
S - 16857,659387740130154,USD,44.22,07-10-2025,07-10-2025,7,,,,,,,,
S - 16866,765840696373862,USD,69.43,07-10-2025,07-10-2025,7,,,,,,,,
SD Agency - 16868,1497105244867926,USD,231.61,07-10-2025,07-10-2025,7,,,,,,,,
S - 29332,1235330271694248,USD,38.76,07-10-2025,07-10-2025,7,,,,,,,,
S - 29339,1514236099585314,USD,76.0,07-10-2025,07-10-2025,7,,,,,,,,
S - 98292,1430622874694332,USD,174.48,07-10-2025,07-10-2025,7,,,,,,,,
S - 29839,1772909570094535,USD,344.51,07-10-2025,07-10-2025,7,,,,,,,,
S - 98383,821157173710577,USD,118.31,07-10-2025,07-10-2025,7,,,,,,,,
S - 98289,1178219320783508,USD,89.66,07-10-2025,07-10-2025,7,,,,,,,,
78,2871057003079999,USD,164.08,07-10-2025,07-10-2025,7,,,,,,,,
S - 16887,675542848359323,USD,34.26,07-10-2025,07-10-2025,7,,,,,,,,
S - 4531213462,685623727262921,USD,126.19,07-10-2025,07-10-2025,7,,,,,,,,
S - 4531213463,1235221008361076,USD,67.81,07-10-2025,07-10-2025,7,,,,,,,,
a4,1962832911179384,USD,48.37,07-10-2025,07-10-2025,7,,,,,,,,
S - 4531213467,808096199054378,USD,66.96,07-10-2025,07-10-2025,7,,,,,,,,
S - 4531213468,1868097953742980,USD,65.05,07-10-2025,07-10-2025,7,,,,,,,,
25,2106882923474816,USD,53.58,07-10-2025,07-10-2025,7,,,,,,,,
25,1151439493568375,USD,196.21,07-10-2025,07-10-2025,7,,,,,,,,
-07 Los,1470637250746341,USD,426.07,07-10-2025,07-10-2025,7,,,,,,,,
-07 Los,1932351444273632,USD,10.75,07-10-2025,07-10-2025,7,,,,,,,,
-07 Los,2314671502318871,USD,30.2,07-10-2025,07-10-2025,7,,,,,,,,
-07 Los,1789648071636305,USD,174.61,07-10-2025,07-10-2025,7,,,,,,,,
-07 Los,1088743086781201,USD,19.69,07-10-2025,07-10-2025,7,,,,,,,,
-07 Los,620564201122121,USD,33.3,07-10-2025,07-10-2025,7,,,,,,,,
-07 Los,1393517991713716,USD,11.31,07-10-2025,07-10-2025,7,,,,,,,,
Espada - 0013,780022364394112,USD,121.14,07-10-2025,07-10-2025,7,,,,,,,,
Espada - 0017,2232348153844900,USD,84.18,07-10-2025,07-10-2025,7,,,,,,,,
s 2090,738708398792090,USD,28.8,07-10-2025,07-10-2025,7,,,,,,,,
S 10000,1140159501510000,USD,133.98,07-10-2025,07-10-2025,7,,,,,,,,
s 40811,1289253945940811,USD,0.01,07-10-2025,07-10-2025,7,,,,,,,,
S - 45617,1559578445026139,USD,124.87,07-10-2025,07-10-2025,7,,,,,,,,
S - 45618,829407369416792,USD,91.03,07-10-2025,07-10-2025,7,,,,,,,,
-07 Los,2478124709235853,USD,154.66,07-10-2025,07-10-2025,7,,,,,,,,
-07 Los,1439855327280900,USD,381.84,07-10-2025,07-10-2025,7,,,,,,,,
-07 Los,1249079843566848,USD,175.8,07-10-2025,07-10-2025,7,,,,,,,,
=+08 hong,24801675679416406,USD,36.81,07-10-2025,07-10-2025,7,,,,,,,,
-07 Los,758739643582122,USD,0.72,07-10-2025,07-10-2025,7,,,,,,,,
-07 Los,3162222577287184,USD,60.19,07-10-2025,07-10-2025,7,,,,,,,,
-07 Los,3457800611036955,USD,342.32,07-10-2025,07-10-2025,7,,,,,,,,
-07 Los,1966639534148579,USD,140.08,07-10-2025,07-10-2025,7,,,,,,,,
-07 Los,1517823642930522,USD,195.55,07-10-2025,07-10-2025,7,,,,,,,,
sss,1543870796988394,USD,356.64,07-10-2025,07-10-2025,7,,,,,,,,
S - 28299,729659323368278,USD,42.58,07-10-2025,07-10-2025,7,,,,,,,,
=+08 hong 41,592944610471487,USD,131.81,07-10-2025,07-10-2025,7,,,,,,,,
S - 14687,1656938828515401,USD,109.93,07-10-2025,07-10-2025,7,,,,,,,,
S - 14692,700349175988782,USD,211.67,07-10-2025,07-10-2025,7,,,,,,,,
S - 14693,975279167703969,USD,48.88,07-10-2025,07-10-2025,7,,,,,,,,
=+08 hong 25,1233906531629589,USD,699.63,07-10-2025,07-10-2025,7,,,,,,,,
-07 Los,1082556944076898,USD,307.73,07-10-2025,07-10-2025,7,,,,,,,,
-07 Los,773255298748725,USD,20.97,07-10-2025,07-10-2025,7,,,,,,,,
=+08 hong 12,543722958384281,USD,42.7,07-10-2025,07-10-2025,7,,,,,,,,
=+08 hong 11,651353321049285,USD,19.56,07-10-2025,07-10-2025,7,,,,,,,,
S - 16767,1170530318260501,USD,0.09,07-10-2025,07-10-2025,7,,,,,,,,
SD Agency - 16777,3240864716070144,USD,254.23,07-10-2025,07-10-2025,7,,,,,,,,
S - 54321,1842697263181805,USD,49.21,07-10-2025,07-10-2025,7,,,,,,,,
S - 54322,1022819799349806,USD,156.93,07-10-2025,07-10-2025,7,,,,,,,,
S - 54323,553482654018653,USD,19.24,07-10-2025,07-10-2025,7,,,,,,,,
-07 Los,1395305761570240,USD,95.96,07-10-2025,07-10-2025,7,,,,,,,,
S - 6461,3738310143129576,USD,207.25,07-10-2025,07-10-2025,7,,,,,,,,
-07 Los,1336597877816418,USD,37.2,07-10-2025,07-10-2025,7,,,,,,,,
-07 Los,4118437695080170,USD,22.75,07-10-2025,07-10-2025,7,,,,,,,,
-07 Los,2005125430229925,USD,6.64,07-10-2025,07-10-2025,7,,,,,,,,
S - 6477,778648715139478,USD,15.26,07-10-2025,07-10-2025,7,,,,,,,,
S - 6479,1310638147100723,USD,125.7,07-10-2025,07-10-2025,7,,,,,,,,
S - 6480,644418674882243,USD,12.4,07-10-2025,07-10-2025,7,,,,,,,,
S - 6485,1120170256680619,USD,10.51,07-10-2025,07-10-2025,7,,,,,,,,
S - 39283,1110752124483815,USD,47.9,07-10-2025,07-10-2025,7,,,,,,,,
S - 39839,1086281773685546,USD,46.04,07-10-2025,07-10-2025,7,,,,,,,,
=+08 hong,1425188865441642,USD,536.08,07-10-2025,07-10-2025,7,,,,,,,,
Lâm Nguyễn 7,947268787486700,VND,211.33,07-10-2025,07-10-2025,7,,,,,,,,
Nguyễn Hướng 002,1870529540356247,VND,42.65,07-10-2025,07-10-2025,7,,,,,,,,
K - 829,1295266455488156,USD,78.63,07-10-2025,07-10-2025,7,,,,,,,,
K - 830,1349126953888765,USD,64.77,07-10-2025,07-10-2025,7,,,,,,,,
162,3978057335766467,USD,5.99,07-10-2025,07-10-2025,7,,,,,,,,
159,2931798903665068,USD,11.04,07-10-2025,07-10-2025,7,,,,,,,,
156,4111112852539254,USD,93.08,07-10-2025,07-10-2025,7,,,,,,,,
155,1203425067754915,USD,72.86,07-10-2025,07-10-2025,7,,,,,,,,
154,1946642646078314,USD,74.93,07-10-2025,07-10-2025,7,,,,,,,,
153,1019827436906528,USD,215.33,07-10-2025,07-10-2025,7,,,,,,,,
369,1762204764732934,USD,216.94,07-10-2025,07-10-2025,7,,,,,,,,
367,4102149376697680,USD,63.38,07-10-2025,07-10-2025,7,,,,,,,,
366,1772919810316013,USD,0.63,07-10-2025,07-10-2025,7,,,,,,,,
365,1079424214139818,USD,1.0,07-10-2025,07-10-2025,7,,,,,,,,
361,1062083745389119,USD,0.01,07-10-2025,07-10-2025,7,,,,,,,,
360,1783304562586104,USD,0.15,07-10-2025,07-10-2025,7,,,,,,,,
357,4095991357335227,USD,0.32,07-10-2025,07-10-2025,7,,,,,,,,
356,1054301233500552,USD,0.2,07-10-2025,07-10-2025,7,,,,,,,,
134,547155248468093,USD,368.11,07-10-2025,07-10-2025,7,,,,,,,,
331,1252985929717635,USD,62.69,07-10-2025,07-10-2025,7,,,,,,,,
212,1231919524634360,USD,152.1,07-10-2025,07-10-2025,7,,,,,,,,
210,2083004238852792,USD,14.41,07-10-2025,07-10-2025,7,,,,,,,,
S-1057423469740522,1057423469740522,VND,43.15,07-10-2025,07-10-2025,7,,,,,,,,
S-669561492232716,669561492232716,VND,26.65,07-10-2025,07-10-2025,7,,,,,,,,
Visa · 4567,1313233039727466,VND,122.93,07-10-2025,07-10-2025,7,,,,,,,,
S-1161967268410436,1161967268410436,VND,27.96,07-10-2025,07-10-2025,7,,,,,,,,
S - 51697,1034733085410076,USD,268.65,07-10-2025,07-10-2025,7,,,,,,,,
SD Agency - 51700,1274003924351775,USD,19.91,07-10-2025,07-10-2025,7,,,,,,,,
SD Agency - 51703,1082231810437177,USD,2.09,07-10-2025,07-10-2025,7,,,,,,,,
S - 38739,1626330981364583,USD,19.49,07-10-2025,07-10-2025,7,,,,,,,,
S - 93933,704492532340518,USD,30.51,07-10-2025,07-10-2025,7,,,,,,,,
S - 39930,4087206558161037,USD,23.45,07-10-2025,07-10-2025,7,,,,,,,,
194,1257470782391282,USD,72.46,07-10-2025,07-10-2025,7,,,,,,,,
193,579124668598625,USD,98.7,07-10-2025,07-10-2025,7,,,,,,,,
192,1065253282367975,USD,133.16,07-10-2025,07-10-2025,7,,,,,,,,
354,585920170904271,USD,481.14,07-10-2025,07-10-2025,7,,,,,,,,
353,1011654257465940,USD,219.49,07-10-2025,07-10-2025,7,,,,,,,,
351,735684212171889,USD,0.03,07-10-2025,07-10-2025,7,,,,,,,,
350,1938788776939929,USD,513.44,07-10-2025,07-10-2025,7,,,,,,,,
349,1028515392811521,USD,473.03,07-10-2025,07-10-2025,7,,,,,,,,
348,10050626208307453,USD,86.73,07-10-2025,07-10-2025,7,,,,,,,,
347,1151098073681738,USD,8.01,07-10-2025,07-10-2025,7,,,,,,,,
346,1415601556243262,USD,0.01,07-10-2025,07-10-2025,7,,,,,,,,
342,577006601889414,USD,252.33,07-10-2025,07-10-2025,7,,,,,,,,
340,1441433606991870,USD,128.26,07-10-2025,07-10-2025,7,,,,,,,,
338,657645300661133,USD,309.2,07-10-2025,07-10-2025,7,,,,,,,,
336,1000061148672141,USD,295.11,07-10-2025,07-10-2025,7,,,,,,,,
6,9940915459328452,USD,337.16,07-10-2025,07-10-2025,7,,,,,,,,
5,493648653743973,USD,204.94,07-10-2025,07-10-2025,7,,,,,,,,
4,3568153220147857,USD,6.07,07-10-2025,07-10-2025,7,,,,,,,,
113,1257699756088277,USD,42.24,07-10-2025,07-10-2025,7,,,,,,,,
111,1446747046683552,USD,80.89,07-10-2025,07-10-2025,7,,,,,,,,
105,1246973597084008,USD,38.8,07-10-2025,07-10-2025,7,,,,,,,,
104,740209571910087,USD,22.31,07-10-2025,07-10-2025,7,,,,,,,,
103,1247727657054464,USD,9.43,07-10-2025,07-10-2025,7,,,,,,,,
102,1469113261128262,USD,85.43,07-10-2025,07-10-2025,7,,,,,,,,
Visa · 4559,609011615303654,VND,64.1,07-10-2025,07-10-2025,7,,,,,,,,
SD Agency - 16920,1393287275227931,USD,61.08,07-10-2025,07-10-2025,7,,,,,,,,
SD Agency - 16921,1439412220571197,USD,146.46,07-10-2025,07-10-2025,7,,,,,,,,
SD Agency - 16926,2207860896332151,USD,51.42,07-10-2025,07-10-2025,7,,,,,,,,
SD Agency - 16927,1845542672962226,USD,67.35,07-10-2025,07-10-2025,7,,,,,,,,
48,682562584700527,USD,73.9,07-10-2025,07-10-2025,7,,,,,,,,
47,1019664133629196,USD,303.54,07-10-2025,07-10-2025,7,,,,,,,,
46,1295976772529312,USD,133.24,07-10-2025,07-10-2025,7,,,,,,,,
45,1249772980098793,USD,393.8,07-10-2025,07-10-2025,7,,,,,,,,
43,1354042282343615,USD,4.45,07-10-2025,07-10-2025,7,,,,,,,,
42,1265573491852646,USD,18.34,07-10-2025,07-10-2025,7,,,,,,,,
41,1893359101068094,USD,31.45,07-10-2025,07-10-2025,7,,,,,,,,
40,1242967080885004,USD,20.57,07-10-2025,07-10-2025,7,,,,,,,,
39,1237159607788420,USD,20.0,07-10-2025,07-10-2025,7,,,,,,,,
808,2191676057923335,USD,156.91,07-10-2025,07-10-2025,7,,,,,,,,
S - 312312416,1146099040588963,USD,2.29,07-10-2025,07-10-2025,7,,,,,,,,
S - 312312417,711028337975592,USD,36.28,07-10-2025,07-10-2025,7,,,,,,,,
74,1256047289532280,USD,0.01,07-10-2025,07-10-2025,7,,,,,,,,
71,1386371822608768,USD,258.19,07-10-2025,07-10-2025,7,,,,,,,,
Tawo 4.10 1,760447063404692,USD,67.32,07-10-2025,07-10-2025,7,,,,,,,,
Tawo 4.10 2,785947680510577,USD,25.87,07-10-2025,07-10-2025,7,,,,,,,,
Tawo 4.10 4,2220291625083193,USD,25.36,07-10-2025,07-10-2025,7,,,,,,,,
24,1914008866040580,USD,63.28,07-10-2025,07-10-2025,7,,,,,,,,
69,3457467064429900,USD,0.02,07-10-2025,07-10-2025,7,,,,,,,,
68,1215585143069681,USD,0.42,07-10-2025,07-10-2025,7,,,,,,,,
67,23977079655261291,USD,7.91,07-10-2025,07-10-2025,7,,,,,,,,
60,685968930953850,USD,443.86,07-10-2025,07-10-2025,7,,,,,,,,
55,1085268596802571,USD,258.23,07-10-2025,07-10-2025,7,,,,,,,,
54,636805642734780,USD,392.37,07-10-2025,07-10-2025,7,,,,,,,,
53,3564679287170636,USD,60.27,07-10-2025,07-10-2025,7,,,,,,,,
52,2157875884727598,USD,32.87,07-10-2025,07-10-2025,7,,,,,,,,
51,1760427561214892,USD,352.32,07-10-2025,07-10-2025,7,,,,,,,,
678,773848035235961,USD,199.81,07-10-2025,07-10-2025,7,,,,,,,,
673,1199780061912438,USD,78.46,07-10-2025,07-10-2025,7,,,,,,,,
672,2728123567534725,USD,34.63,07-10-2025,07-10-2025,7,,,,,,,,
671,783247137401389,USD,316.44,07-10-2025,07-10-2025,7,,,,,,,,
670,1841137173481147,USD,52.8,07-10-2025,07-10-2025,7,,,,,,,,
669,751059777714591,USD,59.84,07-10-2025,07-10-2025,7,,,,,,,,
